ioc151_species_id,common_name,scientific_name,clements_ebird2024_name,order_name,family_clements_ebird2024,genus_name,species_epithet,avg_mass,elevation_min_m,normalized_elevation_min_m,normalized_elevation_max_m,elevation_max_m,forest_habitat_rank,bushland_or_mosaic_habitat_rank,woodland_habitat_rank,shrubland_habitat_rank,savanna_habitat_rank,grassland_habitat_rank,plains_habitat_rank,rocky_habitat_rank,desert_habitat_rank,artificial_habitat_rank,riparian_habitat_rank,coastal_habitat_rank,wetland_habitat_rank,seabird_marine_habitat_rank,other_habitat_rank,other_habitat_description,primary_habitat,behavior_colonial,behavior_social,behavior_pairs_or_family,behavior_singly_and_pairs
296,Lesser White-fronted Goose,Anser erythropus,Anser erythropus,Anseriformes,Anatidae,Anser,erythropus,1912.5,NA,0,700,NA,NA,NA,NA,2,NA,1,NA,NA,NA,4,NA,NA,3,NA,NA,NA,Grassland,0,0,0,1
297,Coscoroba Swan,Coscoroba coscoroba,Coscoroba coscoroba,Anseriformes,Anatidae,Coscoroba,coscoroba,4200,NA,0,1300,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,Wetland,1,1,1,1
298,Black Swan,Cygnus atratus,Cygnus atratus,Anseriformes,Anatidae,Cygnus,atratus,5862.5,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,Wetland,1,0,0,0
299,Black-necked Swan,Cygnus melancoryphus,Cygnus melancoryphus,Anseriformes,Anatidae,Cygnus,melancoryphus,5275,NA,0,1250,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,1,1,0
300,Mute Swan,Cygnus olor,Cygnus olor,Anseriformes,Anatidae,Cygnus,olor,10733.333333333334,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,NA,NA,NA,Wetland,0,0,0,1
301,Trumpeter Swan,Cygnus buccinator,Cygnus buccinator,Anseriformes,Anatidae,Cygnus,buccinator,9975,NA,0,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,0,1,1,1
302,Tundra Swan,Cygnus columbianus,Cygnus columbianus,Anseriformes,Anatidae,Cygnus,columbianus,6675,NA,0,2100,4500,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4,5,1,NA,NA,NA,Wetland,0,0,0,1
306,Whooper Swan,Cygnus cygnus,Cygnus cygnus,Anseriformes,Anatidae,Cygnus,cygnus,10350,NA,0,700,NA,2,NA,NA,NA,NA,3,NA,NA,NA,5,4,6,1,NA,NA,NA,Wetland,0,1,1,0
307,Freckled Duck,Stictonetta naevosa,Stictonetta naevosa,Anseriformes,Anatidae,Stictonetta,naevosa,888.25,NA,0,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,NA,NA,NA,NA
308,Blue Duck,Hymenolaimus malacorhynchos,Hymenolaimus malacorhynchos,Anseriformes,Anatidae,Hymenolaimus,malacorhynchos,861.75,NA,82,1050,2000,3,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,NA,Riparian,0,0,0,1
311,Flying Steamerduck,Tachyeres patachonicus,Tachyeres patachonicus,Anseriformes,Anatidae,Tachyeres,patachonicus,2620.75,NA,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,Coastal,0,0,0,1
312,Magellanic Steamerduck,Tachyeres pteneres,Tachyeres pteneres,Anseriformes,Anatidae,Tachyeres,pteneres,4881.25,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Coastal,0,0,0,1
313,Falkland Steamerduck,Tachyeres brachypterus,Tachyeres brachypterus,Anseriformes,Anatidae,Tachyeres,brachypterus,3799,NA,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,Coastal,0,0,0,1
314,White-headed Steamerduck,Tachyeres leucocephalus,Tachyeres leucocephalus,Anseriformes,Anatidae,Tachyeres,leucocephalus,3250,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,Coastal,0,1,0,1
315,Torrent Duck,Merganetta armata,Merganetta armata,Anseriformes,Anatidae,Merganetta,armata,366.875,0,1500,4000,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Riparian,0,0,0,1
322,Spur-winged Goose,Plectropterus gambensis,Plectropterus gambensis,Anseriformes,Anatidae,Plectropterus,gambensis,4475,NA,0,2000,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,4,NA,1,NA,NA,NA,Wetland,0,0,0,1
325,Comb Duck,Sarkidiornis sylvicola,Sarkidiornis sylvicola,Anseriformes,Anatidae,Sarkidiornis,sylvicola,1817.5,NA,0,300,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,2,NA,1,NA,NA,NA,Wetland,0,1,0,0
327,Knob-billed Duck,Sarkidiornis melanotos,Sarkidiornis melanotos,Anseriformes,Anatidae,Sarkidiornis,melanotos,1817.5,NA,0,2400,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,2,NA,1,NA,NA,NA,Wetland,0,0,1,0
329,Blue-winged Goose,Cyanochen cyanoptera,Cyanochen cyanoptera,Anseriformes,Anatidae,Cyanochen,cyanoptera,1796.25,1400,2100,4500,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,Grassland,0,0,0,1
330,Egyptian Goose,Alopochen aegyptiaca,Alopochen aegyptiaca,Anseriformes,Anatidae,Alopochen,aegyptiaca,2021.3333333333333,NA,0,3800,3810,NA,NA,3,NA,NA,4,NA,NA,NA,5,2,NA,1,NA,NA,NA,Wetland,0,0,0,1
331,Mauritius Shelduck,Alopochen mauritiana,Alopochen mauritiana,Anseriformes,Anatidae,Alopochen,mauritiana,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
332,Reunion Shelduck,Alopochen kervazoi,Alopochen kervazoi,Anseriformes,Anatidae,Alopochen,kervazoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
333,Orinoco Goose,Neochen jubata,Oressochen jubatus,Anseriformes,Anatidae,Neochen,jubata,1558,NA,0,500,2558,5,NA,NA,NA,2,4,NA,NA,NA,NA,3,NA,1,NA,NA,NA,Wetland,0,0,1,0
334,Andean Goose,Chloephaga melanoptera,Oressochen melanopterus,Anseriformes,Anatidae,Chloephaga,melanoptera,2617.5,600,3000,5400,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,1,0,1
335,Upland Goose,Chloephaga picta,Chloephaga picta,Anseriformes,Anatidae,Chloephaga,picta,2916,NA,0,1500,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Grassland,0,1,0,1
338,Kelp Goose,Chloephaga hybrida,Chloephaga hybrida,Anseriformes,Anatidae,Chloephaga,hybrida,2735,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,Coastal,0,1,0,1
341,Ashy-headed Goose,Chloephaga poliocephala,Chloephaga poliocephala,Anseriformes,Anatidae,Chloephaga,poliocephala,1779.25,NA,0,1500,NA,1,NA,NA,NA,NA,4,NA,NA,NA,5,NA,3,2,NA,NA,NA,Forest,0,1,0,1
342,Ruddy-headed Goose,Chloephaga rubidiceps,Chloephaga rubidiceps,Anseriformes,Anatidae,Chloephaga,rubidiceps,1756.8333333333333,NA,0,L,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,Grassland,0,1,0,1
343,Radjah Shelduck,Radjah radjah,Radjah radjah,Anseriformes,Anatidae,Radjah,radjah,883.5,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,Coastal,0,0,1,1
346,Common Shelduck,Tadorna tadorna,Tadorna tadorna,Anseriformes,Anatidae,Tadorna,tadorna,1035.5,NA,0,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,Coastal,1,0,1,1
347,Ruddy Shelduck,Tadorna ferruginea,Tadorna ferruginea,Anseriformes,Anatidae,Tadorna,ferruginea,1318.3333333333333,NA,0,4800,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,3,NA,1,NA,NA,NA,Wetland,0,1,1,1
348,South African Shelduck,Tadorna cana,Tadorna cana,Anseriformes,Anatidae,Tadorna,cana,1323.6666666666667,NA,0,2400,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,4,5,1,NA,NA,NA,Wetland,0,1,0,1
349,Australian Shelduck,Tadorna tadornoides,Tadorna tadornoides,Anseriformes,Anatidae,Tadorna,tadornoides,1424.5,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,4,1,NA,NA,NA,Wetland,0,0,0,1
350,Paradise Shelduck,Tadorna variegata,Tadorna variegata,Anseriformes,Anatidae,Tadorna,variegata,1569.5,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,2,1,5,NA,NA,NA,Coastal,0,0,0,1
351,Crested Shelduck,Tadorna cristata,Tadorna cristata,Anseriformes,Anatidae,Tadorna,cristata,1235,NA,0,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,0,1,0
352,Pink-eared Duck,Malacorhynchus membranaceus,Malacorhynchus membranaceus,Anseriformes,Anatidae,Malacorhynchus,membranaceus,366.25,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,Wetland,0,0,1,1
353,Salvadori's Teal,Salvadorina waigiuensis,Salvadorina waigiuensis,Anseriformes,Anatidae,Salvadorina,waigiuensis,345.66666666666669,70,3000,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,Riparian,0,0,0,1
354,Muscovy Duck,Cairina moschata,Cairina moschata,Anseriformes,Anatidae,Cairina,moschata,2140,NA,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,0,0,1,1
355,White-winged Duck,Asarcornis scutulata,Asarcornis scutulata,Anseriformes,Anatidae,Asarcornis,scutulata,2950,NA,0,1400,1705,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,Wetland,0,0,0,1
356,Hartlaub's Duck,Pteronetta hartlaubii,Pteronetta hartlaubii,Anseriformes,Anatidae,Pteronetta,hartlaubii,910,NA,0,900,NA,2,NA,4,NA,NA,NA,NA,NA,NA,5,3,6,1,NA,NA,NA,Wetland,0,0,1,1
357,Wood Duck,Aix sponsa,Aix sponsa,Anseriformes,Anatidae,Aix,sponsa,691.75,NA,0,900,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,NA,Wetland,0,0,0,1
358,Mandarin Duck,Aix galericulata,Aix galericulata,Anseriformes,Anatidae,Aix,galericulata,575,NA,0,1500,2700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,0,0,0,1
359,Maned Duck,Chenonetta jubata,Chenonetta jubata,Anseriformes,Anatidae,Chenonetta,jubata,825.25,NA,0,1800,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,1,NA,NA,NA,Wetland,0,0,0,1
360,Finsch's Duck,Chenonetta finschi,Chenonetta finschi,Anseriformes,Anatidae,Chenonetta,finschi,1500,NA,NA,NA,NA,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,NA
361,African Pygmy-goose,Nettapus auritus,Nettapus auritus,Anseriformes,Anatidae,Nettapus,auritus,272.5,NA,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
362,Cotton Pygmy-goose,Nettapus coromandelianus,Nettapus coromandelianus,Anseriformes,Anatidae,Nettapus,coromandelianus,343.5,NA,0,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,Wetland,0,1,1,1
365,Green Pygmy-goose,Nettapus pulchellus,Nettapus pulchellus,Anseriformes,Anatidae,Nettapus,pulchellus,328.75,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,0,0,0,1
366,Brazilian Teal,Amazonetta brasiliensis,Amazonetta brasiliensis,Anseriformes,Anatidae,Amazonetta,brasiliensis,468,NA,0,500,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,3,1,NA,NA,NA,Wetland,0,1,1,0
369,Ringed Teal,Callonetta leucophrys,Callonetta leucophrys,Anseriformes,Anatidae,Callonetta,leucophrys,345,NA,0,2580,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,Wetland,0,0,1,0
370,Crested Duck,Lophonetta specularioides,Lophonetta specularioides,Anseriformes,Anatidae,Lophonetta,specularioides,941.38333333333333,NA,0,4800,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,0,1,1
373,Spectacled Duck,Speculanas specularis,Speculanas specularis,Anseriformes,Anatidae,Speculanas,specularis,1248.25,NA,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,Riparian,0,1,1,1
374,Baikal Teal,Sibirionetta formosa,Sibirionetta formosa,Anseriformes,Anatidae,Sibirionetta,formosa,446.75,NA,0,2650,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,2,5,1,NA,NA,NA,Wetland,0,1,0,1
375,Garganey,Spatula querquedula,Spatula querquedula,Anseriformes,Anatidae,Spatula,querquedula,401.25,NA,0,1200,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,Wetland,0,0,0,1
376,Blue-billed Teal,Spatula hottentota,Spatula hottentota,Anseriformes,Anatidae,Spatula,hottentota,269.2,NA,0,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,Wetland,0,1,0,1
377,Puna Teal,Spatula puna,Spatula puna,Anseriformes,Anatidae,Spatula,puna,507.75,0,L,4600,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,1,0,1
379,Silver Teal,Spatula versicolor,Spatula versicolor,Anseriformes,Anatidae,Spatula,versicolor,409.75,NA,0,4600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,0,1,0
382,Red Shoveler,Spatula platalea,Spatula platalea,Anseriformes,Anatidae,Spatula,platalea,511.6,NA,0,3400,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,1,1,0
383,Cinnamon Teal,Spatula cyanoptera,Spatula cyanoptera,Anseriformes,Anatidae,Spatula,cyanoptera,406.25,NA,0,3800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,1,0,0
389,Blue-winged Teal,Spatula discors,Spatula discors,Anseriformes,Anatidae,Spatula,discors,400.5,NA,0,3600,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,1,NA,NA,NA,Wetland,0,1,0,0
390,Cape Shoveler,Spatula smithii,Spatula smithii,Anseriformes,Anatidae,Spatula,smithii,629.75,NA,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,NA,Wetland,0,1,1,1
391,Australasian Shoveler,Spatula rhynchotis,Spatula rhynchotis,Anseriformes,Anatidae,Spatula,rhynchotis,678,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,0,1,0
394,Northern Shoveler,Spatula clypeata,Spatula clypeata,Anseriformes,Anatidae,Spatula,clypeata,631.5,NA,0,4000,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,2,1,NA,NA,NA,Wetland,0,0,1,0
395,Gadwall,Mareca strepera,Mareca strepera,Anseriformes,Anatidae,Mareca,strepera,857.5,NA,0,2730,4700,NA,NA,NA,NA,NA,2,NA,NA,NA,5,4,3,1,NA,NA,NA,Wetland,0,0,1,0
398,Falcated Duck,Mareca falcata,Mareca falcata,Anseriformes,Anatidae,Mareca,falcata,620.5,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,4,3,1,NA,NA,NA,Wetland,0,0,1,1
399,Eurasian Wigeon,Mareca penelope,Mareca penelope,Anseriformes,Anatidae,Mareca,penelope,783.75,NA,0,3650,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,0,1,0
400,Chiloe Wigeon,Mareca sibilatrix,Mareca sibilatrix,Anseriformes,Anatidae,Mareca,sibilatrix,922.83333333333337,NA,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,Wetland,0,0,1,1
401,American Wigeon,Mareca americana,Mareca americana,Anseriformes,Anatidae,Mareca,americana,938.125,NA,0,M,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,4,1,NA,NA,NA,Wetland,0,1,1,1
402,Amsterdam Duck,Anas marecula,Mareca marecula,Anseriformes,Anatidae,Anas,marecula,289.5,NA,0,500,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
403,African Black Duck,Anas sparsa,Anas sparsa,Anseriformes,Anatidae,Anas,sparsa,996.83333333333337,0,1000,4200,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,4,3,NA,NA,NA,Riparian,0,0,0,1
406,Yellow-billed Duck,Anas undulata,Anas undulata,Anseriformes,Anatidae,Anas,undulata,907.66666666666663,NA,0,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,NA,NA,NA,Wetland,0,1,0,1
409,Meller's Duck,Anas melleri,Anas melleri,Anseriformes,Anatidae,Anas,melleri,1023.625,0,800,1500,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,Wetland,0,1,1,1
410,Pacific Black Duck,Anas superciliosa,Anas superciliosa,Anseriformes,Anatidae,Anas,superciliosa,1000.5,NA,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,Wetland,0,0,1,1
414,Laysan Duck,Anas laysanensis,Anas laysanensis,Anseriformes,Anatidae,Anas,laysanensis,465.25,NA,0,L,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,1,2,NA,NA,NA,Coastal,0,0,0,1
416,Hawaiian Duck,Anas wyvilliana,Anas wyvilliana,Anseriformes,Anatidae,Anas,wyvilliana,573.25,NA,0,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,NA,NA,NA,Wetland,0,0,1,1
418,Philippine Duck,Anas luzonica,Anas luzonica,Anseriformes,Anatidae,Anas,luzonica,850.16666666666663,NA,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,Wetland,0,1,1,1
419,Indian Spot-billed Duck,Anas poecilorhyncha,Anas poecilorhyncha,Anseriformes,Anatidae,Anas,poecilorhyncha,1220,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,1,1,1
422,Eastern Spot-billed Duck,Anas zonorhyncha,Anas zonorhyncha,Anseriformes,Anatidae,Anas,zonorhyncha,1017.5,NA,0,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,0,1,0
424,Mallard,Anas platyrhynchos,Anas platyrhynchos,Anseriformes,Anatidae,Anas,platyrhynchos,1170.8333333333333,NA,0,2000,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,NA,NA,NA,Wetland,0,0,1,0
427,Mottled Duck,Anas fulvigula,Anas fulvigula,Anseriformes,Anatidae,Anas,fulvigula,1027.5,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,NA,NA,NA,Wetland,0,1,1,1
430,American Black Duck,Anas rubripes,Anas rubripes,Anseriformes,Anatidae,Anas,rubripes,1211.25,NA,0,M,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,0,1,1,0
431,Mexican Duck,Anas diazi,Anas diazi,Anseriformes,Anatidae,Anas,diazi,1003.75,NA,0,2500,NA,5,NA,6,4,NA,3,NA,NA,NA,7,2,NA,1,NA,NA,NA,Wetland,1,0,0,1
433,Cape Teal,Anas capensis,Anas capensis,Anseriformes,Anatidae,Anas,capensis,423.83333333333331,NA,0,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,0,1,1,0
434,White-cheeked Pintail,Anas bahamensis,Anas bahamensis,Anseriformes,Anatidae,Anas,bahamensis,544.5,NA,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,Wetland,0,0,1,0
438,Red-billed Teal,Anas erythrorhyncha,Anas erythrorhyncha,Anseriformes,Anatidae,Anas,erythrorhyncha,648,NA,0,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,Wetland,0,1,1,1
439,Yellow-billed Pintail,Anas georgica,Anas georgica,Anseriformes,Anatidae,Anas,georgica,626.66666666666663,NA,0,4600,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,3,5,1,NA,NA,NA,Wetland,0,0,1,0
443,Southern Pintail,Anas eatoni,Anas eatoni,Anseriformes,Anatidae,Anas,eatoni,497,NA,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,Wetland,0,0,1,0
446,Northern Pintail,Anas acuta,Anas acuta,Anseriformes,Anatidae,Anas,acuta,912.75,NA,0,4000,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,2,3,1,NA,NA,NA,Wetland,0,0,1,0
448,Common Teal,Anas crecca,Anas crecca,Anseriformes,Anatidae,Anas,crecca,325,NA,0,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,1,0,1
451,Green-winged Teal,Anas carolinensis,NA,Anseriformes,NA,Anas,carolinensis,330.5,NA,0,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,Wetland,NA,NA,NA,NA
453,Yellow-billed Teal,Anas flavirostris,Anas flavirostris,Anseriformes,Anatidae,Anas,flavirostris,609,NA,0,4500,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,4,1,NA,NA,NA,Wetland,0,0,1,0
456,Andean Teal,Anas andium,Anas andium,Anseriformes,Anatidae,Anas,andium,457,200,2600,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,0,0,1,1
459,Sunda Teal,Anas gibberifrons,Anas gibberifrons,Anseriformes,Anatidae,Anas,gibberifrons,409.25,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,NA,NA,Wetland,0,0,1,1
461,Andaman Teal,Anas albogularis,Anas albogularis,Anseriformes,Anatidae,Anas,albogularis,370,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,Wetland,0,0,1,1
463,Mauritius Duck,Anas theodori,Anas theodori,Anseriformes,Anatidae,Anas,theodori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Coastal,NA,NA,NA,NA
465,Grey Teal,Anas gracilis,Anas gracilis,Anseriformes,Anatidae,Anas,gracilis,504.25,NA,0,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,0,0,1,0
468,Chestnut Teal,Anas castanea,Anas castanea,Anseriformes,Anatidae,Anas,castanea,662.25,NA,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,Coastal,0,1,1,1
471,Madagascar Teal,Anas bernieri,Anas bernieri,Anseriformes,Anatidae,Anas,bernieri,365,NA,0,200,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,0,0,1,0
472,Brown Teal,Anas chlorotis,Anas chlorotis,Anseriformes,Anatidae,Anas,chlorotis,683.6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,Coastal,0,0,0,1
474,Auckland Teal,Anas aucklandica,Anas aucklandica,Anseriformes,Anatidae,Anas,aucklandica,522.25,NA,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,Coastal,0,0,0,1
476,Campbell Teal,Anas nesiotis,Anas nesiotis,Anseriformes,Anatidae,Anas,nesiotis,358.75,NA,0,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Grassland,NA,NA,NA,NA
478,Marbled Duck,Marmaronetta angustirostris,Marmaronetta angustirostris,Anseriformes,Anatidae,Marmaronetta,angustirostris,422.5,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,0,1,0
479,Pink-headed Duck,Rhodonessa caryophyllacea,Rhodonessa caryophyllacea,Anseriformes,Anatidae,Rhodonessa,caryophyllacea,963.8,0,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,1,NA,NA,NA,Wetland,0,0,1,0
480,Red-crested Pochard,Netta rufina,Netta rufina,Anseriformes,Anatidae,Netta,rufina,1087.5,NA,0,4180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,0,0,1,0
481,Rosy-billed Pochard,Netta peposaca,Netta peposaca,Anseriformes,Anatidae,Netta,peposaca,1103.4000000000001,NA,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,Wetland,0,0,1,0
482,Southern Pochard,Netta erythrophthalma,Netta erythrophthalma,Anseriformes,Anatidae,Netta,erythrophthalma,820.8,NA,0,3650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,Wetland,0,1,1,0
485,Canvasback,Aythya valisineria,Aythya valisineria,Anseriformes,Anatidae,Aythya,valisineria,1223.25,NA,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,Wetland,0,0,1,0
486,Redhead,Aythya americana,Aythya americana,Anseriformes,Anatidae,Aythya,americana,1055,NA,0,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Wetland,0,1,0,1
