ioc151_species_id,common_name,scientific_name,clements_ebird2024_name,order_name,family_clements_ebird2024,genus_name,species_epithet,avg_mass,elevation_min_m,normalized_elevation_min_m,normalized_elevation_max_m,elevation_max_m,forest_habitat_rank,bushland_or_mosaic_habitat_rank,woodland_habitat_rank,shrubland_habitat_rank,savanna_habitat_rank,grassland_habitat_rank,plains_habitat_rank,rocky_habitat_rank,desert_habitat_rank,artificial_habitat_rank,riparian_habitat_rank,coastal_habitat_rank,wetland_habitat_rank,seabird_marine_habitat_rank,other_habitat_rank,other_habitat_description,primary_habitat,behavior_colonial,behavior_social,behavior_pairs_or_family,behavior_singly_and_pairs,Beak_Length,Beak_Width,Beak_Depth,wing_length,Tail_Length,Tarsus.Length,Avonet_Mass,Avonet_HWI,BeakL_Div_Tarsus,Prop_Tail_Length,Prop_Leg_Length,Beak_Stoutness,Beak_CrossSect,HWI,Dimorphism,Colors,Final_Behavior_1,Final_Behavior_2,Final_Behavior_3
4449,White-collared Pigeon,Columba albitorques,Columba albitorques,Columbiformes,Columbidae,Columba,albitorques,277,1800,2400,4400,NA,NA,NA,1,NA,NA,2,NA,4,NA,NA,NA,3,NA,NA,NA,NA,Woodland,NA,NA,NA,NA,21,4.5,5.4,220.6,106,28.7,277,43.7,0.7317073170731707,0.4805077062556664,0.1300997280145059,3.888888888888889,1.2000000000000002,43.7,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4450,Stock Dove,Columba oenas,Columba oenas,Columbiformes,Columbidae,Columba,oenas,300.25,NA,L,2300,NA,2,NA,NA,NA,NA,3,1,NA,NA,4,NA,NA,NA,NA,NA,NA,Plains,NA,NA,NA,NA,23.2,6.8,7.8,214.8,119.4,26.4,290.8,42.5,0.8787878787878788,0.5558659217877095,0.12290502793296088,2.9743589743589745,1.1470588235294117,42.5,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4455,Yellow-eyed Pigeon,Columba eversmanni,Columba eversmanni,Columbiformes,Columbidae,Columba,eversmanni,200.25,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,Plains,NA,NA,NA,NA,18.9,3.8,3.9,203.6,96,26.4,202,47.2,0.7159090909090909,0.4715127701375246,0.12966601178781925,4.846153846153846,1.0263157894736843,47.2,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4456,Somali Pigeon,Columba oliviae,Columba oliviae,Columbiformes,Columbidae,Columba,oliviae,NA,0,75,750,1425,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Rocky,NA,NA,NA,NA,22.8,3.7,4.2,201,100.4,26,308.5,43.4,0.8769230769230769,0.499502487562189,0.12935323383084577,5.428571428571429,1.135135135135135,43.4,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4457,Common Woodpigeon,Columba palumbus,Columba palumbus,Columbiformes,Columbidae,Columba,palumbus,487,NA,0,1600,NA,2,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA,27.8,8,7.8,246.4,153.2,31.5,490,41.2,0.8825396825396825,0.6217532467532467,0.1278409090909091,3.5641025641025643,0.975,41.2,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4464,Madeira Laurel-pigeon,Columba trocaz,Columba trocaz,Columbiformes,Columbidae,Columba,trocaz,456.82,NA,0,850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,27.7,6.4,6.6,235.2,163.4,34.5,440,35.6,0.8028985507246377,0.6947278911564626,0.14668367346938777,4.196969696969697,1.0312499999999998,35.6,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4466,Dark-tailed Laurel-pigeon,Columba bollii,Columba bollii,Columbiformes,Columbidae,Columba,bollii,360,600,1300,1500,NA,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,26.7,5.3,5.9,214,149,30.7,308.5,36.4,0.8697068403908794,0.6962616822429907,0.14345794392523364,4.525423728813559,1.1132075471698115,36.4,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4468,White-tailed Laurel-pigeon,Columba junoniae,Columba junoniae,Columbiformes,Columbidae,Columba,junoniae,400,NA,0,1600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,28.3,5.1,6.2,219,153.2,32.9,440,30.1,0.8601823708206687,0.6995433789954337,0.1502283105022831,4.564516129032258,1.215686274509804,30.1,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4469,Afep Pigeon,Columba unicincta,Columba unicincta,Columbiformes,Columbidae,Columba,unicincta,401.5,NA,0,1600,NA,1,NA,NA,2,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,24.7,4.4,5.4,211.2,122.8,26.6,389.1,38.4,0.9285714285714284,0.5814393939393939,0.12594696969696972,4.5740740740740735,1.2272727272727273,38.4,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4470,African Olive-pigeon,Columba arquatrix,Columba arquatrix,Columbiformes,Columbidae,Columba,arquatrix,354.3333333333333,300,1400,3200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,27.9,4.3,5.9,225.4,131.7,28.3,400,37.1,0.9858657243816252,0.5842945874001774,0.12555456965394854,4.728813559322034,1.3720930232558142,37.1,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4472,Cameroon Olive-pigeon,Columba sjostedti,Columba sjostedti,Columbiformes,Columbidae,Columba,sjostedti,NA,NA,1000,2500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,24.4,4.4,5.5,216.8,119,24.7,308.5,37.7,0.9878542510121456,0.5488929889298892,0.113929889298893,4.4363636363636365,1.25,37.7,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4474,Sao Tome Olive-pigeon,Columba thomensis,Columba thomensis,Columbiformes,Columbidae,Columba,thomensis,466.66666666666674,NA,0,2024,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,27.7,5.6,6.3,233.3,151.7,27.5,428.7,35.6,1.007272727272727,0.6502357479639947,0.1178739819974282,4.396825396825397,1.125,35.6,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4475,Comoro Olive-pigeon,Columba pollenii,Columba pollenii,Columbiformes,Columbidae,Columba,pollenii,NA,NA,0,1750,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,26.5,5.2,6.3,224.6,156.3,25.5,308.5,35.9,1.03921568627451,0.6959038290293856,0.11353517364203028,4.2063492063492065,1.2115384615384617,35.9,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4476,Speckled Woodpigeon,Columba hodgsonii,Columba hodgsonii,Columbiformes,Columbidae,Columba,hodgsonii,NA,NA,1800,4000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,0,23.2,4.3,5.2,226,136.6,26.6,308.5,40.3,0.8721804511278195,0.6044247787610619,0.1176991150442478,4.461538461538462,1.2093023255813955,40.3,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4477,White-naped Pigeon,Columba albinucha,Columba albinucha,Columbiformes,Columbidae,Columba,albinucha,302.5,L,700,1800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.4,4.2,4.6,183,112,24,325,42,1.0583333333333331,0.6120218579234973,0.13114754098360656,5.521739130434783,1.0952380952380951,42,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4478,Ashy Woodpigeon,Columba pulchricollis,Columba pulchricollis,Columbiformes,Columbidae,Columba,pulchricollis,330,100,1200,3200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1,22.9,4.3,5.1,204.2,117.2,25.3,330,38,0.9051383399209484,0.5739471106758081,0.123898139079334,4.490196078431373,1.1860465116279069,38,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4479,Nilgiri Woodpigeon,Columba elphinstonii,Columba elphinstonii,Columbiformes,Columbidae,Columba,elphinstonii,379,NA,0,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.6,4.9,5.8,207.6,151.5,26.9,379,33.8,0.9516728624535316,0.7297687861271677,0.1295761078998073,4.413793103448276,1.183673469387755,33.8,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4480,Sri Lanka Woodpigeon,Columba torringtoniae,Columba torringtoniae,Columbiformes,Columbidae,Columba,torringtoniae,NA,300,1000,2100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,23.7,4.8,5.5,192.2,129,25,308.5,34.6,0.948,0.6711758584807492,0.1300728407908429,4.309090909090909,1.1458333333333337,34.6,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4481,Pale-capped Pigeon,Columba punicea,Columba punicea,Columbiformes,Columbidae,Columba,punicea,440,NA,0,1600,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1,24.4,5.1,5.9,220,141.4,26.1,434.4,35,0.9348659003831415,0.6427272727272727,0.11863636363636364,4.135593220338983,1.156862745098039,35,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4482,Silvery Pigeon,Columba argentina,Columba argentina,Columbiformes,Columbidae,Columba,argentina,NA,NA,0,100,NA,3,NA,2,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,Coastal,NA,NA,NA,NA,29.6,5.9,6.6,234.6,148,29.2,330,37.8,1.0136986301369864,0.6308610400682012,0.12446717817561807,4.484848484848485,1.11864406779661,37.8,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4483,Andaman Woodpigeon,Columba palumboides,Columba palumboides,Columbiformes,Columbidae,Columba,palumboides,515,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,0,32.4,6.8,6.8,241.6,146,30.5,520,34.7,1.062295081967213,0.6043046357615894,0.12624172185430463,4.764705882352941,1,34.7,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4484,Japanese Woodpigeon,Columba janthina,Columba janthina,Columbiformes,Columbidae,Columba,janthina,397,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1,26.6,4.8,6,237.8,182,32.7,397,34.2,0.8134556574923547,0.7653490328006728,0.13751051303616485,4.433333333333334,1.25,34.2,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4488,Bonin Woodpigeon,Columba versicolor,Columba versicolor,Columbiformes,Columbidae,Columba,versicolor,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4489,Ryukyu Woodpigeon,Columba jouyi,Columba jouyi,Columbiformes,Columbidae,Columba,jouyi,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4490,Metallic Pigeon,Columba vitiensis,Columba vitiensis,Columbiformes,Columbidae,Columba,vitiensis,372.83333333333326,NA,0,2750,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1,27.4,5.7,6.4,216.4,138,28.8,353,32.3,0.9513888888888888,0.6377079482439926,0.133086876155268,4.281249999999999,1.1228070175438596,32.3,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4500,White-headed Pigeon,Columba leucomela,Columba leucomela,Columbiformes,Columbidae,Columba,leucomela,359,NA,0,1000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Forest,0,0,1,1,23.7,5.1,6.3,229.6,132.2,27.4,420,32.2,0.864963503649635,0.5757839721254355,0.11933797909407665,3.761904761904762,1.2352941176470589,32.2,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4501,Yellow-legged Pigeon,Columba pallidiceps,Columba pallidiceps,Columbiformes,Columbidae,Columba,pallidiceps,459,NA,0,1300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,28.4,7.3,6.1,232,125,29,459,39.7,0.9793103448275862,0.5387931034482759,0.125,4.655737704918033,0.8356164383561644,39.7,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4502,Eastern Bronze-naped Pigeon,Columba delegorguei,Columba delegorguei,Columbiformes,Columbidae,Columba,delegorguei,149.5,0,500,2800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,21.3,3.8,4.7,173.3,111,21.6,133,35.9,0.986111111111111,0.6405077899596076,0.1246393537218696,4.531914893617021,1.236842105263158,35.9,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4505,Western Bronze-naped Pigeon,Columba iriditorques,Columba iriditorques,Columbiformes,Columbidae,Columba,iriditorques,126,NA,0,1500,NA,1,NA,NA,3,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,Forest,0,0,1,1,18.1,3.1,4.4,155.6,92.2,20.5,125.9,35.6,0.8829268292682928,0.5925449871465296,0.13174807197943444,4.113636363636363,1.4193548387096775,35.6,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4508,Sao Tome Bronze-naped Pigeon,Columba malherbii,Columba malherbii,Columbiformes,Columbidae,Columba,malherbii,NA,NA,400,500,1600,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1,21.1,4.2,5.1,173,102.8,20.9,308.5,37.3,1.009569377990431,0.5942196531791908,0.12080924855491328,4.137254901960785,1.2142857142857142,37.3,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4509,Mauritius Woodpigeon,Columba thiriouxi,Columba thiriouxi,Columbiformes,Columbidae,Columba,thiriouxi,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4510,Lemon Dove,Aplopelia larvata,Aplopelia larvata,Columbiformes,Columbidae,Aplopelia,larvata,163.5,NA,0,3030,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4522,Passenger Pigeon,Ectopistes migratorius,Ectopistes migratorius,Columbiformes,Columbidae,Ectopistes,migratorius,298,NA,0,F,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4523,White-crowned Pigeon,Patagioenas leucocephala,Patagioenas leucocephala,Columbiformes,Columbidae,Patagioenas,leucocephala,242.33333333333337,NA,0,1500,2000,4,NA,2,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,Coastal,1,1,0,0,27.8,5.3,5.3,190.8,121.5,26.7,240.1,33.9,1.0411985018726593,0.6367924528301886,0.139937106918239,5.245283018867925,1,33.9,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4524,Scaly-naped Pigeon,Patagioenas squamosa,Patagioenas squamosa,Columbiformes,Columbidae,Patagioenas,squamosa,311.5,NA,0,2000,2500,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,28.1,4.4,6,210.3,140.3,26.1,312,35.6,1.0766283524904214,0.6671421778411792,0.12410841654778888,4.683333333333334,1.3636363636363635,35.6,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4525,Scaled Pigeon,Patagioenas speciosa,Patagioenas speciosa,Columbiformes,Columbidae,Patagioenas,speciosa,279,NA,0,1524,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,1,0,1,24.5,4.8,6,184.7,98.3,23.7,258.5,36.5,1.0337552742616034,0.5322144017325393,0.12831618841364376,4.083333333333333,1.25,36.5,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4526,Picazuro Pigeon,Patagioenas picazuro,Patagioenas picazuro,Columbiformes,Columbidae,Patagioenas,picazuro,320,NA,0,1100,NA,NA,NA,1,3,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,Woodland,0,1,0,0,25.3,4.8,6.7,218.2,131.8,30.3,279,37.6,0.834983498349835,0.6040329972502292,0.13886342804766272,3.776119402985074,1.3958333333333337,37.6,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4529,Bare-eyed Pigeon,Patagioenas corensis,Patagioenas corensis,Columbiformes,Columbidae,Patagioenas,corensis,272.5,NA,0,400,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,Shrub,NA,NA,NA,NA,19.8,4.8,6,192,113,26.2,272.3,34.8,0.7557251908396947,0.5885416666666666,0.13645833333333332,3.3000000000000003,1.25,34.8,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4530,Spot-winged Pigeon,Patagioenas maculosa,Patagioenas maculosa,Columbiformes,Columbidae,Patagioenas,maculosa,347,NA,0,1000,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Woodland,0,1,1,0,23.5,4.6,5.9,221.9,118.6,29.6,347,38.8,0.7939189189189189,0.5344749887336637,0.1333934204596665,3.9830508474576263,1.282608695652174,38.8,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4531,White-winged Pigeon,Patagioenas albipennis,NA,Columbiformes,Columbidae,Patagioenas,albipennis,NA,640,2000,4200,4600,1,NA,2,3,5,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4534,Northern Band-tailed Pigeon,Patagioenas fasciata,Patagioenas fasciata,Columbiformes,Columbidae,Patagioenas,fasciata,364,NA,0,3500,NA,1,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,25.5,6,6.1,205.4,141.5,26.5,366.3,36,0.9622641509433962,0.6888997078870497,0.129016553067186,4.180327868852459,1.0166666666666666,36,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4541,Southern Band-tailed Pigeon,Patagioenas albilinea,NA,Columbiformes,Columbidae,Patagioenas,albilinea,315,500,750,3700,NA,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4545,Chilean Pigeon,Patagioenas araucana,Patagioenas araucana,Columbiformes,Columbidae,Patagioenas,araucana,270,NA,0,1600,2500,1,8,NA,6,NA,7,NA,5,4,2,NA,3,NA,NA,NA,NA,Forest,1,1,0,1,24.9,5,5.6,210.2,133.4,30.8,270,37,0.8084415584415584,0.6346336822074216,0.14652711703139867,4.446428571428571,1.12,37,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4546,Ring-tailed Pigeon,Patagioenas caribaea,Patagioenas caribaea,Columbiformes,Columbidae,Patagioenas,caribaea,250,NA,150,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,24,5.5,6,209.7,147,28.3,250,35.3,0.8480565371024735,0.7010014306151645,0.13495469718645686,4,1.0909090909090908,35.3,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4547,Pale-vented Pigeon,Patagioenas cayennensis,Patagioenas cayennensis,Columbiformes,Columbidae,Patagioenas,cayennensis,232.16666666666663,NA,0,800,1800,1,NA,2,3,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,Forest,0,1,0,0,24.5,4.6,5.5,180.3,112.7,23.4,229,35.1,1.047008547008547,0.625069328896284,0.129783693843594,4.454545454545454,1.1956521739130437,35.1,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4556,Red-billed Pigeon,Patagioenas flavirostris,Patagioenas flavirostris,Columbiformes,Columbidae,Patagioenas,flavirostris,274.4,NA,0,2100,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,23,4,5.7,186.9,114.8,23.1,270.8,35.6,0.9956709956709956,0.6142322097378277,0.12359550561797754,4.035087719298246,1.425,35.6,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4561,Peruvian Pigeon,Patagioenas oenops,Patagioenas oenops,Columbiformes,Columbidae,Patagioenas,oenops,265,NA,850,2400,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,1,0,22.2,4.3,5,192,117.2,24.3,264.6,35.7,0.9135802469135802,0.6104166666666667,0.1265625,4.4399999999999995,1.162790697674419,35.7,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4562,Plain Pigeon,Patagioenas inornata,Patagioenas inornata,Columbiformes,Columbidae,Patagioenas,inornata,326.6666666666667,NA,0,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,4,5,NA,2,3,NA,NA,NA,Forest,NA,NA,NA,NA,24.7,4.6,5.2,209,123.8,27.7,365,39,0.8916967509025271,0.5923444976076555,0.13253588516746412,4.75,1.1304347826086958,39,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4566,Plumbeous Pigeon,Patagioenas plumbea,Patagioenas plumbea,Columbiformes,Columbidae,Patagioenas,plumbea,184.66666666666663,NA,200,1900,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,23.1,4.3,5.1,177.8,141.6,23.1,178.8,34.9,1,0.7964004499437569,0.12992125984251968,4.529411764705883,1.1860465116279069,34.9,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4575,Ruddy Pigeon,Patagioenas subvinacea,Patagioenas subvinacea,Columbiformes,Columbidae,Patagioenas,subvinacea,155.5,NA,0,1500,2800,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1,18.8,3.8,4.1,156.3,114.4,20.8,162.5,34.3,0.903846153846154,0.7319257837492003,0.13307741522712732,4.585365853658537,1.0789473684210529,34.3,NA,0,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4586,Short-billed Pigeon,Patagioenas nigrirostris,Patagioenas nigrirostris,Columbiformes,Columbidae,Patagioenas,nigrirostris,161.33333333333334,NA,0,1500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,21.7,5,5.9,162,106.5,20.8,176,34.4,1.0432692307692306,0.6574074074074074,0.12839506172839507,3.677966101694915,1.1800000000000002,34.4,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4588,Dusky Pigeon,Patagioenas goodsoni,Patagioenas goodsoni,Columbiformes,Columbidae,Patagioenas,goodsoni,NA,NA,0,1500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,17,4,5.2,148.7,99.6,20,176,34.2,0.85,0.6698049764626766,0.1344989912575656,3.269230769230769,1.3,34.2,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4589,Madagascar Turtle-dove,Nesoenas picturatus,Nesoenas picturatus,Columbiformes,Columbidae,Nesoenas,picturatus,171.33333333333334,NA,0,2000,NA,1,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4598,Mauritius Turtle-dove,Nesoenas cicur,Nesoenas cicur,Columbiformes,Columbidae,Nesoenas,cicur,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
4599,Rodrigues Turtle-dove,Nesoenas rodericanus,Nesoenas rodericanus,Columbiformes,Columbidae,Nesoenas,rodericanus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Movement: Ground-walking/running,Foraging: Gleaning,Flight: Direct/Strong
