ioc151_species_id,common_name,scientific_name,clements_ebird2024_name,order_name,family_clements_ebird2024,genus_name,species_epithet,avg_mass,elevation_min_m,normalized_elevation_min_m,normalized_elevation_max_m,elevation_max_m,forest_habitat_rank,bushland_or_mosaic_habitat_rank,woodland_habitat_rank,shrubland_habitat_rank,savanna_habitat_rank,grassland_habitat_rank,plains_habitat_rank,rocky_habitat_rank,desert_habitat_rank,artificial_habitat_rank,riparian_habitat_rank,coastal_habitat_rank,wetland_habitat_rank,seabird_marine_habitat_rank,other_habitat_rank,other_habitat_description,primary_habitat,behavior_colonial,behavior_social,behavior_pairs_or_family,behavior_singly_and_pairs,Beak_Length,Beak_Width,Beak_Depth,wing_length,Tail_Length,Tarsus.Length,Avonet_Mass,Avonet_HWI,BeakL_Div_Tarsus,Prop_Tail_Length,Prop_Leg_Length,Beak_Stoutness,Beak_CrossSect,HWI,Dimorphism,Colors,Final_Behavior_1,Final_Behavior_2,Final_Behavior_3
18353,Blue Manakin,Chiroxiphia caudata,Chiroxiphia caudata,Passeriformes,Pipridae,Chiroxiphia,caudata,25.25,NA,0,1500,1900,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,13.8,4,4.6,75.9,57.8,19.8,25.6,17.6,0.696969696969697,0.7615283267457179,0.2608695652173913,3.0000000000000004,1.15,17.6,2,0,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18354,Araripe Manakin,Antilophia bokermanni,Chiroxiphia bokermanni,Passeriformes,Pipridae,Antilophia,bokermanni,20.078333333333333,NA,800,810,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,11.9,4,5.2,75.4,63.2,17.9,19.8,9.8,0.664804469273743,0.8381962864721485,0.23740053050397877,2.2884615384615383,1.3,9.8,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18355,Helmeted Manakin,Antilophia galeata,Chiroxiphia galeata,Passeriformes,Pipridae,Antilophia,galeata,21.7,NA,500,1000,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Riparian,0,0,0,1,13.7,4,4.4,77.2,60.8,18,21.5,12.3,0.7611111111111111,0.7875647668393781,0.23316062176165803,3.1136363636363633,1.1,12.3,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18356,Pin-tailed Manakin,Ilicura militaris,Ilicura militaris,Passeriformes,Pipridae,Ilicura,militaris,15.033333333333331,NA,0,1200,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,9.4,2.8,3.1,61.2,50.8,17.8,12.7,22.6,0.5280898876404494,0.8300653594771241,0.2908496732026144,3.032258064516129,1.1071428571428572,22.6,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18357,Golden-winged Manakin,Masius chrysopterus,Masius chrysopterus,Passeriformes,Pipridae,Masius,chrysopterus,10.625,400,800,2000,2300,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1,10.3,3.8,3.6,59,42.1,17,11.5,12.8,0.6058823529411765,0.7135593220338984,0.288135593220339,2.861111111111111,0.9473684210526316,12.8,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18363,White-throated Manakin,Corapipo gutturalis,Corapipo gutturalis,Passeriformes,Pipridae,Corapipo,gutturalis,8.366666666666665,NA,200,1100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,9.9,3.1,3.2,56.4,27.2,15,8.2,20.6,0.66,0.48226950354609927,0.26595744680851063,3.09375,1.032258064516129,20.6,2,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18364,White-ruffed Manakin,Corapipo altera,Corapipo altera,Passeriformes,Pipridae,Corapipo,altera,11.486666666666666,0,200,1585,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,9.7,3.5,3.6,57.8,29.8,16.4,11.7,18.8,0.5914634146341463,0.5155709342560554,0.28373702422145325,2.694444444444444,1.0285714285714287,18.8,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18367,White-bibbed Manakin,Corapipo leucorrhoa,Corapipo leucorrhoa,Passeriformes,Pipridae,Corapipo,leucorrhoa,11.75,NA,0,1500,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1,10.2,3.2,3.5,58,35,14.9,11.7,18.8,0.6845637583892616,0.603448275862069,0.25689655172413794,2.914285714285714,1.09375,18.8,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18369,Olive Manakin,Xenopipo uniformis,Xenopipo uniformis,Passeriformes,Pipridae,Xenopipo,uniformis,18.75,NA,800,2100,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,14.5,4.8,4.2,78,53,16.1,17.9,20.7,0.9006211180124223,0.6794871794871795,0.20641025641025643,3.452380952380952,0.8750000000000001,20.7,0,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18372,Black Manakin,Xenopipo atronitens,Xenopipo atronitens,Passeriformes,Pipridae,Xenopipo,atronitens,15.125,NA,0,700,1200,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA,13.9,4.3,4.2,70.3,45.8,14.3,15.5,17.9,0.972027972027972,0.6514935988620199,0.20341394025604553,3.3095238095238093,0.9767441860465116,17.9,2,0,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18373,Choco Manakin,Cryptopipo litae,Cryptopipo litae,Passeriformes,Pipridae,Cryptopipo,litae,18,NA,0,1250,1425,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18376,Green Manakin,Cryptopipo holochlora,Cryptopipo holochlora,Passeriformes,Pipridae,Cryptopipo,holochlora,14.8,NA,L,1200,1500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,14.1,4,4.1,71,45.2,14.9,14.9,20.1,0.9463087248322148,0.6366197183098592,0.20985915492957744,3.439024390243903,1.025,20.1,0,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18379,Velvety Manakin,Lepidothrix velutina,Lepidothrix velutina,Passeriformes,Pipridae,Lepidothrix,velutina,9.7,NA,0,1000,1400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18382,Blue-crowned Manakin,Lepidothrix coronata,Lepidothrix coronata,Passeriformes,Pipridae,Lepidothrix,coronata,9.925,NA,0,1100,1400,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,10.9,3.7,3.4,56.8,26.6,14.2,8.3,17.9,0.767605633802817,0.4683098591549296,0.25,3.2058823529411766,0.9189189189189187,17.9,2,0,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18389,Snow-capped Manakin,Lepidothrix nattereri,Lepidothrix nattereri,Passeriformes,Pipridae,Lepidothrix,nattereri,8.35,NA,0,500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,9.4,3.7,3.6,49.7,26.4,12.1,8.4,19.1,0.7768595041322315,0.5311871227364184,0.2434607645875251,2.611111111111111,0.9729729729729728,19.1,1,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18392,Golden-crowned Manakin,Lepidothrix vilasboasi,Lepidothrix vilasboasi,Passeriformes,Pipridae,Lepidothrix,vilasboasi,7,NA,0,200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,10.6,3.9,3.7,55.2,30.8,13.2,8.4,18.9,0.8030303030303031,0.5579710144927537,0.23913043478260868,2.8648648648648645,0.9487179487179488,18.9,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18393,Opal-crowned Manakin,Lepidothrix iris,Lepidothrix iris,Passeriformes,Pipridae,Lepidothrix,iris,8.9,NA,0,200,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,11.2,4.6,4.2,51.7,27,13.6,8,19.2,0.8235294117647058,0.5222437137330754,0.26305609284332687,2.6666666666666665,0.9130434782608696,19.2,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18396,Orange-bellied Manakin,Lepidothrix suavissima,Lepidothrix suavissima,Passeriformes,Pipridae,Lepidothrix,suavissima,8.5,250,500,1800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,11,3.8,3.6,56.4,27.8,15.2,8.5,19.4,0.7236842105263158,0.49290780141843976,0.2695035460992908,3.0555555555555554,0.9473684210526316,19.4,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18398,White-fronted Manakin,Lepidothrix serena,Lepidothrix serena,Passeriformes,Pipridae,Lepidothrix,serena,11.233333333333334,NA,0,500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,11.4,3.7,4.2,52.8,31.2,15.2,11.4,21.4,0.7500000000000001,0.5909090909090909,0.2878787878787879,2.7142857142857144,1.135135135135135,21.4,2,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18400,Blue-rumped Manakin,Lepidothrix isidorei,Lepidothrix isidorei,Passeriformes,Pipridae,Lepidothrix,isidorei,NA,NA,500,1700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,10.3,3.3,3.2,51,25.6,14.1,7.8,19.7,0.7304964539007093,0.5019607843137255,0.27647058823529413,3.21875,0.9696969696969698,19.7,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18403,Cerulean-capped Manakin,Lepidothrix coeruleocapilla,Lepidothrix coeruleocapilla,Passeriformes,Pipridae,Lepidothrix,coeruleocapilla,9.82,NA,500,2100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,10.4,3.4,3.1,53.3,25.8,15,9.7,18.7,0.6933333333333334,0.4840525328330207,0.28142589118198874,3.3548387096774195,0.911764705882353,18.7,2,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18404,Orange-crested Manakin,Heterocercus aurantiivertex,Heterocercus aurantiivertex,Passeriformes,Pipridae,Heterocercus,aurantiivertex,21.5,NA,0,300,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,14.1,5,4.5,81,51,15.6,21.5,23.7,0.903846153846154,0.6296296296296297,0.1925925925925926,3.1333333333333333,0.9,23.7,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18405,Yellow-crested Manakin,Heterocercus flavivertex,Heterocercus flavivertex,Passeriformes,Pipridae,Heterocercus,flavivertex,21.15,NA,0,300,NA,1,NA,2,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,0,0,0,0,14.7,4.4,4.3,82.4,49.2,13.6,21.3,18.9,1.0808823529411764,0.5970873786407767,0.16504854368932037,3.4186046511627906,0.9772727272727272,18.9,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18406,Flame-crested Manakin,Heterocercus linteatus,Heterocercus linteatus,Passeriformes,Pipridae,Heterocercus,linteatus,22,NA,0,500,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,1,14.6,4.7,4.4,85.5,51.2,15.5,21.2,20.9,0.9419354838709676,0.5988304093567252,0.18128654970760233,3.318181818181818,0.9361702127659576,20.9,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18407,White-bearded Manakin,Manacus manacus,Manacus manacus,Passeriformes,Pipridae,Manacus,manacus,16.05,NA,0,1000,1300,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,0,1,0,0,11.5,4.4,4.2,52.2,32.8,20.9,16.7,15.9,0.5502392344497608,0.6283524904214558,0.400383141762452,2.738095238095238,0.9545454545454544,15.9,2,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18423,White-collared Manakin,Manacus candei,Manacus candei,Passeriformes,Pipridae,Manacus,candei,19.233333333333334,NA,0,700,950,1,NA,2,3,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,Forest,0,0,0,0,12.6,4.1,3.9,55.7,35.9,22,19.8,17.2,0.5727272727272728,0.644524236983842,0.3949730700179533,3.230769230769231,0.951219512195122,17.2,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18426,Golden-collared Manakin,Manacus vitellinus,Manacus vitellinus,Passeriformes,Pipridae,Manacus,vitellinus,17.73333333333333,NA,0,1200,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,0,1,0,0,13.3,4.3,4.1,54.7,35,20.7,18.2,13.6,0.6425120772946861,0.639853747714808,0.37842778793418647,3.243902439024391,0.9534883720930232,13.6,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18431,Orange-collared Manakin,Manacus aurantiacus,Manacus aurantiacus,Passeriformes,Pipridae,Manacus,aurantiacus,14.66,NA,0,1100,NA,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,0,1,1,0,12.4,3.6,3.3,46.8,28.5,19,15.5,13.6,0.6526315789473685,0.608974358974359,0.405982905982906,3.757575757575758,0.9166666666666666,13.6,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18433,Crimson-hooded Manakin,Pipra aureola,Pipra aureola,Passeriformes,Pipridae,Pipra,aureola,16.333333333333332,NA,0,300,1200,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,Forest,0,0,0,0,12.9,3.9,3.9,64.5,31.8,15.4,16.1,19.3,0.8376623376623377,0.4930232558139535,0.23875968992248064,3.307692307692308,1,19.3,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18438,Wire-tailed Manakin,Pipra filicauda,Pipra filicauda,Passeriformes,Pipridae,Pipra,filicauda,16.45,NA,0,300,1000,1,NA,2,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Forest,0,0,0,0,12.4,4.3,4.1,65.4,54.5,15.7,15.4,17.2,0.7898089171974523,0.8333333333333333,0.24006116207951067,3.0243902439024395,0.9534883720930232,17.2,2,0,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18441,Band-tailed Manakin,Pipra fasciicauda,Pipra fasciicauda,Passeriformes,Pipridae,Pipra,fasciicauda,16.516666666666666,NA,0,600,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,0,14,4.1,4,63.7,29.8,16,15.9,20,0.875,0.46781789638932497,0.25117739403453687,3.5,0.9756097560975612,20,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18447,Club-winged Manakin,Machaeropterus deliciosus,Machaeropterus deliciosus,Passeriformes,Pipridae,Machaeropterus,deliciosus,13.666666666666666,100,600,1900,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,11.6,3.8,3.4,61.4,24.5,16.8,12.7,20.5,0.6904761904761905,0.3990228013029316,0.2736156351791531,3.411764705882353,0.8947368421052632,20.5,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18448,Kinglet Manakin,Machaeropterus regulus,Machaeropterus regulus,Passeriformes,Pipridae,Machaeropterus,regulus,9.4,NA,0,200,600,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Forest,0,0,0,1,9.9,3.3,3.1,52.9,22.6,13.9,9.3,23.7,0.7122302158273381,0.42722117202268434,0.2627599243856333,3.193548387096774,0.9393939393939394,23.7,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18450,Striolated Manakin,Machaeropterus striolatus,Machaeropterus striolatus,Passeriformes,Pipridae,Machaeropterus,striolatus,9.566666666666666,100,300,1500,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,9.7,3.4,3,50.8,22.5,13.9,9.3,20.2,0.6978417266187049,0.4429133858267717,0.2736220472440945,3.233333333333333,0.8823529411764706,20.2,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18456,Painted Manakin,Machaeropterus eckelberryi,Machaeropterus eckelberryi,Passeriformes,Pipridae,Machaeropterus,eckelberryi,10,575,750,1100,1600,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,9.7,3.4,3.2,55.6,22.5,13.9,9.3,25.6,0.6978417266187049,0.40467625899280574,0.25,3.0312499999999996,0.9411764705882354,25.6,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18457,Fiery-capped Manakin,Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,Passeriformes,Pipridae,Machaeropterus,pyrocephalus,9.66,NA,0,200,1200,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,10.1,3.5,3.1,52.2,22.5,14.3,9.5,22.6,0.7062937062937062,0.43103448275862066,0.2739463601532567,3.258064516129032,0.8857142857142858,22.6,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18460,White-crowned Manakin,Pseudopipra pipra,Pseudopipra pipra,Passeriformes,Pipridae,Pseudopipra,pipra,13.04,NA,0,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,12,4.4,4.1,62,26.6,14.1,11.1,17.3,0.851063829787234,0.42903225806451617,0.22741935483870968,2.9268292682926833,0.9318181818181815,17.3,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18481,Scarlet-horned Manakin,Ceratopipra cornuta,Ceratopipra cornuta,Passeriformes,Pipridae,Ceratopipra,cornuta,24.5,NA,500,1800,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,13.6,4.1,4.3,65.1,44,17.4,25.3,13.8,0.7816091954022989,0.6758832565284179,0.2672811059907834,3.1627906976744184,1.048780487804878,13.8,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18482,Red-capped Manakin,Ceratopipra mentalis,Ceratopipra mentalis,Passeriformes,Pipridae,Ceratopipra,mentalis,15.883333333333333,NA,0,1050,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,0,12.1,4.4,4,58.5,28,14.7,15,16.5,0.8231292517006803,0.47863247863247865,0.2512820512820513,3.025,0.9090909090909092,16.5,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18486,Round-tailed Manakin,Ceratopipra chloromeros,Ceratopipra chloromeros,Passeriformes,Pipridae,Ceratopipra,chloromeros,17.56,NA,0,1400,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,12.8,4,3.9,60.6,26.2,15.9,16.5,18.5,0.8050314465408805,0.4323432343234323,0.2623762376237624,3.2820512820512824,0.975,18.5,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18487,Golden-headed Manakin,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Passeriformes,Pipridae,Ceratopipra,erythrocephala,14,NA,0,1350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,11.9,3.9,4,59,21.1,15,13.4,20,0.7933333333333333,0.3576271186440678,0.2542372881355932,2.975,1.0256410256410258,20,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18491,Red-headed Manakin,Ceratopipra rubrocapilla,Ceratopipra rubrocapilla,Passeriformes,Pipridae,Ceratopipra,rubrocapilla,12.866666666666667,NA,0,500,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1,10.4,3.8,4.1,61.2,31.4,12.6,12,19.7,0.8253968253968255,0.5130718954248366,0.2058823529411765,2.536585365853659,1.0789473684210529,19.7,2,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18492,Black-crowned Tityra,Tityra inquisitor,Tityra inquisitor,Passeriformes,Tityridae,Tityra,inquisitor,51.9,NA,0,1200,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1,26.3,11.6,9.2,105.7,65.6,21.6,43.1,26.5,1.2175925925925926,0.6206244087038788,0.2043519394512772,2.8586956521739135,0.793103448275862,26.5,2,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18499,Western Black-tailed Tityra,Tityra cayana,Tityra cayana,Passeriformes,Tityridae,Tityra,cayana,69.14999999999999,NA,0,700,1450,1,NA,2,5,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,Forest,0,0,1,1,28.2,11.4,10.6,116.7,71,24.5,68.1,26.2,1.1510204081632651,0.6083976006855184,0.20994001713796057,2.660377358490566,0.9298245614035088,26.2,2,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18501,Eastern Black-tailed Tityra,Tityra braziliensis,NA,Passeriformes,Tityridae,Tityra,braziliensis,81.5,NA,0,1200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18503,Masked Tityra,Tityra semifasciata,Tityra semifasciata,Passeriformes,Tityridae,Tityra,semifasciata,82.02000000000001,NA,0,1500,2500,1,NA,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,0,0,1,1,28,10.4,10.7,120.5,71.7,25.6,79.3,24.8,1.09375,0.5950207468879668,0.212448132780083,2.6168224299065423,1.0288461538461535,24.8,2,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18513,White-tailed Tityra,Tityra leucura,Tityra leucura,Passeriformes,Tityridae,Tityra,leucura,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18514,Varzea Schiffornis,Schiffornis major,Schiffornis major,Passeriformes,Tityridae,Schiffornis,major,30.05,NA,0,300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,1,15.9,4.8,5.4,78.3,55.3,18.8,31,11.7,0.8457446808510638,0.7062579821200511,0.2401021711366539,2.944444444444444,1.1250000000000002,11.7,0,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18517,Olivaceous Mourner,Schiffornis olivacea,Schiffornis olivacea,Passeriformes,Tityridae,Schiffornis,olivacea,30.1,NA,0,1450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,17,4.9,6,92.1,67.7,22.1,29.5,15.9,0.7692307692307692,0.735070575461455,0.23995656894679696,2.8333333333333335,1.2244897959183672,15.9,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18519,Northern Mourner,Schiffornis veraepacis,Schiffornis veraepacis,Passeriformes,Tityridae,Schiffornis,veraepacis,32.85,NA,0,1425,1700,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,21.2,5.3,5.7,87.3,70.2,21.1,31.1,18,1.004739336492891,0.8041237113402062,0.24169530355097368,3.719298245614034,1.0754716981132075,18,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18525,Foothill Mourner,Schiffornis aenea,Schiffornis aenea,Passeriformes,Tityridae,Schiffornis,aenea,30.5,NA,900,1700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,16.9,5,5.7,91.5,68.8,22.7,31.7,17.4,0.7444933920704846,0.7519125683060109,0.24808743169398903,2.964912280701754,1.14,17.4,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18527,Russet-winged Mourner,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Passeriformes,Tityridae,Schiffornis,stenorhyncha,32.5,NA,0,1800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,17,5.2,5.9,88.8,75,21.6,31.7,15.9,0.787037037037037,0.8445945945945946,0.24324324324324328,2.8813559322033897,1.1346153846153846,15.9,NA,-1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18530,Brown-winged Mourner,Schiffornis turdina,Schiffornis turdina,Passeriformes,Tityridae,Schiffornis,turdina,32.5,NA,0,1500,1800,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,17,4.9,6,92.1,67.7,22.1,31.7,15.9,0.7692307692307692,0.735070575461455,0.23995656894679696,2.8333333333333335,1.2244897959183672,15.9,0,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
18542,Greenish Schiffornis,Schiffornis virescens,Schiffornis virescens,Passeriformes,Tityridae,Schiffornis,virescens,24.916666666666668,NA,0,1200,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,0,0,1,13.9,3.8,4.5,80.2,64.2,21.4,25.6,15.7,0.6495327102803738,0.800498753117207,0.26683291770573564,3.088888888888889,1.1842105263157896,15.7,0,1,Posture: Upright-perching,Foraging: Gleaning,Flight: Direct/Strong
