ioc151_species_id,common_name,scientific_name,clements_ebird2024_name,order_name,family_clements_ebird2024,genus_name,species_epithet,avg_mass,elevation_min_m,normalized_elevation_min_m,normalized_elevation_max_m,elevation_max_m,forest_habitat_rank,bushland_or_mosaic_habitat_rank,woodland_habitat_rank,shrubland_habitat_rank,savanna_habitat_rank,grassland_habitat_rank,plains_habitat_rank,rocky_habitat_rank,desert_habitat_rank,artificial_habitat_rank,riparian_habitat_rank,coastal_habitat_rank,wetland_habitat_rank,seabird_marine_habitat_rank,other_habitat_rank,other_habitat_description,primary_habitat,behavior_colonial,behavior_social,behavior_pairs_or_family,behavior_singly_and_pairs,Beak_Length,wing_length,Tarsus.Length,Avonet_Mass,BeakL_Div_Tarsus,Mass_Diff_Pct,Dimorphism,Colors
3557,Berylline Hummingbird,Saucerottia beryllina,Saucerottia beryllina,Caprimulgiformes,Trochilidae,Saucerottia,beryllina,4.3,0,500,1800,3000,1,NA,NA,2,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,21.3,53.4,5.7,4.5,3.736842105263158,4.444444444444448,NA,-1
3563,Blue-tailed Hummingbird,Saucerottia cyanura,Saucerottia cyanura,Caprimulgiformes,Trochilidae,Saucerottia,cyanura,4.35,NA,0,1800,NA,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,21.9,53.9,6.8,3.9,3.2205882352941173,10.344827586206891,NA,-1
3567,Snowy-bellied Hummingbird,Saucerottia edward,Saucerottia edward,Caprimulgiformes,Trochilidae,Saucerottia,edward,4.92,NA,0,1600,1800,3,NA,4,2,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Savanna,0,0,0,0,20.6,52.1,4.4,4.7,4.681818181818182,4.471544715447149,NA,-1
3573,Steely-vented Hummingbird,Saucerottia saucerottei,Saucerottia saucerottei,Caprimulgiformes,Trochilidae,Saucerottia,saucerottei,4.45,NA,0,2000,3000,3,NA,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Shrub,NA,NA,NA,NA,20.7,51.2,4.8,4.5,4.3125,1.1111111111111072,NA,-1
3577,Indigo-capped Hummingbird,Amazilia cyanifrons,Saucerottia cyanifrons,Caprimulgiformes,Trochilidae,Amazilia,cyanifrons,5,0,400,2000,3000,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
3579,Guanacaste Hummingbird,Amazilia alfaroana,NA,Caprimulgiformes,NA,Amazilia,alfaroana,4.58,NA,600,650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
3581,Chestnut-bellied Hummingbird,Saucerottia castaneiventris,Saucerottia castaneiventris,Caprimulgiformes,Trochilidae,Saucerottia,castaneiventris,5,120,500,1500,2200,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,21.9,52,5.2,5,4.211538461538461,0,NA,-1
3582,Green-bellied Hummingbird,Saucerottia viridigaster,Saucerottia viridigaster,Caprimulgiformes,Trochilidae,Saucerottia,viridigaster,4.366666666666666,200,400,1700,2100,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,20.2,50.5,4.6,3.7,4.391304347826087,15.26717557251907,NA,-1
3585,Copper-tailed Hummingbird,Saucerottia cupreicauda,Saucerottia cupreicauda,Caprimulgiformes,Trochilidae,Saucerottia,cupreicauda,4.066666666666667,60,400,1700,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,-1
3590,Copper-rumped Hummingbird,Saucerottia tobaci,Saucerottia tobaci,Caprimulgiformes,Trochilidae,Saucerottia,tobaci,4.416666666666667,NA,0,2000,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,21.9,52,6.3,4.7,3.4761904761904763,6.028368794326239,NA,-1
3599,Cinnamon Hummingbird,Amazilia rutila,Amazilia rutila,Caprimulgiformes,Trochilidae,Amazilia,rutila,4.725,NA,0,1650,1700,2,NA,1,6,3,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,Woodland,0,0,1,0,24.5,57,5.1,5.2,4.803921568627452,9.134615384615396,NA,-1
3607,Buff-bellied Hummingbird,Amazilia yucatanensis,Amazilia yucatanensis,Caprimulgiformes,Trochilidae,Amazilia,yucatanensis,4.175,NA,0,1200,1450,3,NA,1,4,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,Woodland,0,0,0,1,23.7,54.8,5.8,3.9,4.086206896551724,6.586826347305387,NA,-1
3611,Rufous-tailed Hummingbird,Amazilia tzacatl,Amazilia tzacatl,Caprimulgiformes,Trochilidae,Amazilia,tzacatl,5.04,NA,0,2500,NA,3,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Shrub,1,0,0,0,22.1,56.4,5.7,4.8,3.8771929824561404,4.761904761904765,NA,0
3617,Honduran Emerald,Amazilia luciae,Amazilia luciae,Caprimulgiformes,Trochilidae,Amazilia,luciae,4.5,NA,200,500,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,23,54.4,3.5,4.5,6.571428571428571,0,NA,-1
3618,Amazilia Hummingbird,Amazilis amazilia,Amazilis amazilia,Caprimulgiformes,Trochilidae,Amazilis,amazilia,5.066666666666666,NA,0,2700,2900,6,NA,NA,1,NA,NA,3,NA,4,5,NA,2,NA,NA,NA,NA,Shrub,NA,NA,NA,NA,20.7,61.8,6.5,4.3,3.1846153846153844,15.131578947368421,NA,0
3626,Andean Emerald,Amazilia franciae,Uranomitra franciae,Caprimulgiformes,Trochilidae,Amazilia,franciae,5.266666666666667,600,1000,2100,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3631,Shining-green Hummingbird,Chrysuronia goudoti,Chrysuronia goudoti,Caprimulgiformes,Trochilidae,Chrysuronia,goudoti,3.9333333333333336,NA,0,1000,1600,2,NA,4,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Shrub,NA,NA,NA,NA,19.6,49.4,4.5,4,4.355555555555556,1.6666666666666607,NA,-1
3637,Golden-tailed Sapphire,Chrysuronia oenone,Chrysuronia oenone,Caprimulgiformes,Trochilidae,Chrysuronia,oenone,5.15,NA,0,1500,1650,1,NA,3,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,Forest,0,0,0,0,24.7,51.2,5.2,5,4.75,2.9126213592233077,NA,0
3644,Versicolored Emerald,Chrysuronia versicolor,Chrysuronia versicolor,Caprimulgiformes,Trochilidae,Chrysuronia,versicolor,3.5599999999999996,0,50,1250,1700,1,NA,NA,2,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,19.1,48.2,4.3,4.1,4.44186046511628,13.170731707317076,NA,-1
3654,Mangrove Hummingbird,Amazilia boucardi,Chrysuronia boucardi,Caprimulgiformes,Trochilidae,Amazilia,boucardi,4.5,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Coastal,NA,NA,NA,NA,22.1,54.4,5.3,4.5,4.169811320754717,0,NA,-1
3655,Sapphire-throated Hummingbird,Chrysuronia coeruleogularis,Chrysuronia coeruleogularis,Caprimulgiformes,Trochilidae,Chrysuronia,coeruleogularis,4.133333333333333,NA,0,100,700,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Shrub,NA,NA,NA,NA,21.5,47.2,5.3,4.2,4.056603773584905,1.5873015873016028,NA,-1
3659,Sapphire-bellied Hummingbird,Chrysuronia lilliae,Chrysuronia lilliae,Caprimulgiformes,Trochilidae,Chrysuronia,lilliae,4.3,NA,0,100,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Forest,NA,NA,NA,NA,21.2,47.1,4.7,4.3,4.51063829787234,0,NA,-1
3661,Humboldt's Hummingbird,Chrysuronia humboldtii,Chrysuronia humboldtii,Caprimulgiformes,Trochilidae,Chrysuronia,humboldtii,6.275,NA,0,50,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Coastal,0,0,0,0,21,61.1,5.6,5.6,3.7500000000000004,10.756972111553797,NA,-1
3663,Gray's Hummingbird,Chrysuronia grayi,Chrysuronia grayi,Caprimulgiformes,Trochilidae,Chrysuronia,grayi,5.6499999999999995,NA,500,2000,2600,4,NA,2,1,NA,NA,NA,NA,NA,3,NA,5,6,NA,NA,NA,Shrub,NA,NA,NA,NA,22.1,60.5,5.4,5.6,4.092592592592593,0.8849557522123862,NA,-1
3665,White-chested Emerald,Chrysuronia brevirostris,Chrysuronia brevirostris,Caprimulgiformes,Trochilidae,Chrysuronia,brevirostris,4.25,NA,0,500,NA,1,NA,NA,3,NA,NA,NA,NA,NA,4,2,6,NA,NA,NA,NA,Forest,NA,NA,NA,NA,19.6,48.8,5.1,4.3,3.8431372549019613,1.1627906976744147,NA,-1
3669,Plain-bellied Emerald,Chrysuronia leucogaster,Chrysuronia leucogaster,Caprimulgiformes,Trochilidae,Chrysuronia,leucogaster,4.42,NA,0,250,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,Coastal,NA,NA,NA,NA,24.8,53.3,3.8,4.7,6.526315789473685,5.957446808510643,NA,-1
3672,White-throated Hummingbird,Leucochloris albicollis,Leucochloris albicollis,Caprimulgiformes,Trochilidae,Leucochloris,albicollis,5.95,NA,0,1000,2100,1,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,Forest,NA,NA,NA,NA,26.9,58.8,4.7,6.3,5.723404255319148,5.55555555555555,NA,-1
3673,Glittering-throated Emerald,Chionomesa fimbriata,Chionomesa fimbriata,Caprimulgiformes,Trochilidae,Chionomesa,fimbriata,4.766666666666667,NA,0,500,1100,1,NA,4,2,3,NA,NA,NA,NA,6,5,7,NA,NA,NA,NA,Forest,NA,NA,NA,NA,22.2,52.3,4.5,4.9,4.933333333333334,2.721088435374158,NA,-1
3683,Sapphire-spangled Emerald,Chionomesa lactea,Chionomesa lactea,Caprimulgiformes,Trochilidae,Chionomesa,lactea,4.333333333333333,NA,0,1400,NA,1,NA,NA,3,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,22.5,53.8,4.5,4.6,5,5.797101449275361,NA,-1
3686,Spot-vented Emerald,Chionomesa bartletti,NA,Caprimulgiformes,NA,Chionomesa,bartletti,4.6,NA,0,1400,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
3688,Rufous-throated Hummingbird,Hylocharis sapphirina,Hylocharis sapphirina,Caprimulgiformes,Trochilidae,Hylocharis,sapphirina,4.239999999999999,NA,200,500,1850,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,20.5,49.5,4.7,4.4,4.361702127659575,3.63636363636366,NA,0
3689,Gilded Hummingbird,Hylocharis chrysura,Hylocharis chrysura,Caprimulgiformes,Trochilidae,Hylocharis,chrysura,4.5,NA,200,1000,NA,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,22.8,51.8,4.4,4.5,5.181818181818182,0,NA,-1
3690,White-bellied Hummingbird,Elliotomyia chionogaster,Elliotomyia chionogaster,Caprimulgiformes,Trochilidae,Elliotomyia,chionogaster,5.525,NA,450,2000,2800,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.6,57.7,6.2,5,4.129032258064516,9.502262443438921,NA,-1
3693,Green-and-white Hummingbird,Elliotomyia viridicauda,Elliotomyia viridicauda,Caprimulgiformes,Trochilidae,Elliotomyia,viridicauda,5.8500000000000005,900,1000,2500,2800,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.3,56.4,5,6.1,5.0600000000000005,4.09836065573769,NA,-1
3694,Blue-chested Hummingbird,Polyerata amabilis,Polyerata amabilis,Caprimulgiformes,Trochilidae,Polyerata,amabilis,4.15,NA,0,500,1400,1,NA,3,2,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,Forest,0,0,0,0,21.3,52.3,4.3,4.3,4.953488372093024,3.4883720930232434,NA,-1
3698,Charming Hummingbird,Polyerata decora,Polyerata decora,Caprimulgiformes,Trochilidae,Polyerata,decora,4.335,NA,0,1200,1580,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,24.8,52.3,5.1,4.7,4.862745098039216,7.765957446808515,NA,-1
3700,Purple-chested Hummingbird,Polyerata rosenbergi,Polyerata rosenbergi,Caprimulgiformes,Trochilidae,Polyerata,rosenbergi,3.8,NA,0,600,900,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,23.9,52.8,6.2,3.7,3.854838709677419,2.631578947368412,NA,-1
3701,White-bellied Emerald,Chlorestes candida,Chlorestes candida,Caprimulgiformes,Trochilidae,Chlorestes,candida,3.675,NA,0,1600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Forest,0,0,0,0,18.7,51.8,5.8,3.8,3.2241379310344827,3.289473684210526,NA,-1
3705,Blue-throated Goldentail,Chlorestes eliciae,Chlorestes eliciae,Caprimulgiformes,Trochilidae,Chlorestes,eliciae,3.66,NA,0,1000,2000,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,18.3,49.5,3.3,3.6,5.545454545454546,1.6393442622950833,NA,-1
3708,White-chinned Sapphire,Chlorestes cyanus,Chlorestes cyanus,Caprimulgiformes,Trochilidae,Chlorestes,cyanus,3.35,0,200,1250,NA,1,NA,3,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,20.1,47.8,4.4,3.3,4.568181818181818,1.4925373134328437,NA,-1
3715,Violet-bellied Hummingbird,Chlorestes julie,Chlorestes julie,Caprimulgiformes,Trochilidae,Chlorestes,julie,3.1759999999999997,NA,0,1750,1800,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0,16,43.1,4.1,3.3,3.9024390243902443,3.757575757575761,NA,-1
3719,Blue-chinned Emerald,Chlorestes notata,Chlorestes notata,Caprimulgiformes,Trochilidae,Chlorestes,notata,4,NA,0,500,NA,1,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,19.4,48,4.3,4.2,4.511627906976744,4.761904761904765,NA,0
3724,Great Blue Turaco,Corythaeola cristata,Corythaeola cristata,Musophagiformes,Musophagidae,Corythaeola,cristata,964.75,NA,0,2700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,38.8,321.4,54.2,965,0.7158671586715867,0.025906735751295335,0,1
3727,Brown-faced Go-away-bird,Corythaixoides personatus,Crinifer personatus,Musophagiformes,Musophagidae,Corythaixoides,personatus,NA,NA,1360,1850,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA,25.9,207.6,39.6,250,0.654040404040404,NA,NA,-1
3729,Black-faced Go-away-bird,Corythaixoides leopoldi,NA,Musophagiformes,NA,Corythaixoides,leopoldi,255,NA,500,1600,2200,NA,NA,NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Shrub,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1
3731,Grey Go-away-bird,Corythaixoides concolor,Crinifer concolor,Musophagiformes,Musophagidae,Corythaixoides,concolor,254,NA,0,1500,2200,NA,NA,1,NA,2,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA,25.7,215.4,39.5,258,0.6506329113924051,1.550387596899225,NA,-1
3736,White-bellied Go-away-bird,Criniferoides leucogaster,Crinifer leucogaster,Musophagiformes,Musophagidae,Criniferoides,leucogaster,217.5,NA,0,1700,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Savanna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
3737,Western Plantain-eater,Crinifer piscator,Crinifer piscator,Musophagiformes,Musophagidae,Crinifer,piscator,370,NA,0,1300,NA,NA,NA,1,NA,2,3,NA,NA,NA,5,NA,NA,4,NA,NA,NA,Woodland,NA,NA,NA,NA,29.6,224,41.9,370,0.7064439140811456,0,NA,-1
3740,Eastern Plantain-eater,Crinifer zonurus,Crinifer zonurus,Musophagiformes,Musophagidae,Crinifer,zonurus,541,NA,0,1500,1900,NA,NA,1,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Woodland,0,0,1,1,30.4,247.6,44.3,527,0.6862302483069977,2.5878003696857674,NA,-1
3742,Purple-crested Turaco,Gallirex porphyreolophus,Gallirex porphyreolophus,Musophagiformes,Musophagidae,Gallirex,porphyreolophus,264.6666666666667,NA,0,1850,NA,2,NA,1,3,NA,NA,NA,NA,NA,5,4,6,NA,NA,NA,NA,Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
3745,Rwenzori Turaco,Gallirex johnstoni,Gallirex johnstoni,Musophagiformes,Musophagidae,Gallirex,johnstoni,239,NA,1770,3700,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,-1
3749,White-cheeked Turaco,Tauraco leucotis,Menelikornis leucotis,Musophagiformes,Musophagidae,Tauraco,leucotis,257.5,850,2200,3200,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.3,175.8,38.1,265,0.6640419947506562,2.8301886792452833,NA,-1
3753,Ruspoli's Turaco,Tauraco ruspolii,Menelikornis ruspolii,Musophagiformes,Musophagidae,Tauraco,ruspolii,245,1100,1250,1860,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,24.1,182,39.7,263,0.6070528967254408,6.844106463878327,NA,-1
3754,Violet Turaco,Musophaga violacea,Tauraco violaceus,Musophagiformes,Musophagidae,Musophaga,violacea,360,NA,0,1000,NA,2,NA,NA,NA,3,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,Riparian,NA,NA,NA,NA,34.5,210.2,42.2,360,0.8175355450236966,0,NA,-1
3756,Ross's Turaco,Musophaga rossae,Tauraco rossae,Musophagiformes,Musophagidae,Musophaga,rossae,396.16666666666674,NA,0,1800,2500,1,NA,4,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,35,224.7,44.9,361.4,0.779510022271715,8.775767774505702,NA,-1
3759,Yellow-billed Turaco,Tauraco macrorhynchus,Tauraco macrorhynchus,Musophagiformes,Musophagidae,Tauraco,macrorhynchus,243,NA,0,1600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.8,170.2,38.2,243.7,0.675392670157068,0.28723840787853455,NA,-1
3762,Bannerman's Turaco,Tauraco bannermani,Tauraco bannermani,Musophagiformes,Musophagidae,Tauraco,bannermani,224.66666666666663,NA,1700,2950,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.9,160.8,38.3,224,0.6762402088772846,0.29673590504449354,NA,-1
3763,White-crested Turaco,Tauraco leucolophus,Tauraco leucolophus,Musophagiformes,Musophagidae,Tauraco,leucolophus,212.25,NA,100,2200,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Riparian,NA,NA,NA,NA,25.5,173,35.8,219,0.7122905027932962,3.0821917808219177,NA,-1
3764,Red-crested Turaco,Tauraco erythrolophus,Tauraco erythrolophus,Musophagiformes,Musophagidae,Tauraco,erythrolophus,267.5,NA,0,2000,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,26,170,38.8,261.2,0.6701030927835052,2.355140186915892,NA,-1
3765,Green Turaco,Tauraco persa,Tauraco persa,Musophagiformes,Musophagidae,Tauraco,persa,290.6666666666667,NA,0,1100,1385,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.8,177.8,38.8,306,0.6649484536082475,5.010893246187358,NA,-1
3769,Livingstone's Turaco,Tauraco livingstonii,Tauraco livingstonii,Musophagiformes,Musophagidae,Tauraco,livingstonii,314.75,NA,0,2500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.5,183,38.8,249,0.6572164948453608,20.889594916600476,NA,-1
3773,Schalow's Turaco,Tauraco schalowi,Tauraco schalowi,Musophagiformes,Musophagidae,Tauraco,schalowi,235.66666666666663,NA,600,2500,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,26.1,181,39.8,206.4,0.6557788944723619,12.418670438472402,NA,-1
3778,Knysna Turaco,Tauraco corythaix,Tauraco corythaix,Musophagiformes,Musophagidae,Tauraco,corythaix,317.8333333333333,NA,0,1800,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.8,181.6,41.2,308,0.6262135922330097,3.093864708966958,NA,-1
3781,Black-billed Turaco,Tauraco schuettii,Tauraco schuettii,Musophagiformes,Musophagidae,Tauraco,schuettii,238.25,NA,500,2800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,22.1,166.4,39,235,0.5666666666666667,1.3641133263378804,NA,-1
3786,Fischer's Turaco,Tauraco fischeri,Tauraco fischeri,Musophagiformes,Musophagidae,Tauraco,fischeri,252.25,NA,0,1250,1500,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA,25.9,169.2,38.8,250,0.6675257731958762,0.8919722497522299,NA,-1
3789,Hartlaub's Turaco,Tauraco hartlaubi,Tauraco hartlaubi,Musophagiformes,Musophagidae,Tauraco,hartlaubi,234.16666666666663,NA,1500,3200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0,24.6,169.4,38.3,224,0.6422976501305484,4.34163701067614,0,1
3790,Great Bustard,Otis tarda,Otis tarda,Otidiformes,Otididae,Otis,tarda,8100,NA,0,1800,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Grassland,0,1,0,0,62.3,550.8,137.8,6759.9,0.4521044992743105,16.544444444444448,NA,-1
3794,Arabian Bustard,Ardeotis arabs,Ardeotis arabs,Otidiformes,Otididae,Ardeotis,arabs,6733.333333333333,NA,0,920,NA,NA,NA,5,3,4,NA,1,NA,2,6,NA,NA,NA,NA,NA,NA,Plains,NA,NA,NA,NA,87.4,539.5,163.4,5943.5,0.5348837209302326,11.730198019801977,NA,-1
3799,Kori Bustard,Ardeotis kori,Ardeotis kori,Otidiformes,Otididae,Ardeotis,kori,9300,NA,0,2000,NA,NA,NA,4,2,3,1,NA,NA,6,5,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,NA,112.3,709.8,210.2,7994.2,0.5342530922930543,14.040860215053765,NA,-1
3802,Great Indian Bustard,Ardeotis nigriceps,Ardeotis nigriceps,Otidiformes,Otididae,Ardeotis,nigriceps,8187.5,NA,0,1000,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,NA,88.7,618.5,183.2,7235.3,0.48417030567685593,11.629923664122135,NA,-1
3803,Australian Bustard,Ardeotis australis,Ardeotis australis,Otidiformes,Otididae,Ardeotis,australis,4570,NA,0,500,NA,NA,NA,2,NA,3,1,NA,NA,NA,5,NA,NA,4,NA,NA,NA,Grassland,0,0,0,0,79.3,592.5,175.5,4182.4,0.45185185185185184,8.48140043763677,NA,-1
3804,African Houbara,Chlamydotis undulata,Chlamydotis undulata,Otidiformes,Otididae,Chlamydotis,undulata,1875,NA,0,1850,NA,NA,NA,NA,NA,NA,2,1,NA,4,3,NA,NA,NA,NA,NA,NA,Plains,NA,NA,NA,NA,49.6,364.3,92.1,1501.3,0.5385450597176982,19.930666666666667,NA,-1
3807,Asian Houbara,Chlamydotis macqueenii,Chlamydotis macqueenii,Otidiformes,Otididae,Chlamydotis,macqueenii,2068.75,NA,0,1000,NA,NA,NA,NA,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,Plains,NA,NA,NA,NA,45.5,383.4,89.5,1501.3,0.5083798882681564,27.42960725075529,NA,-1
3809,Ludwig's Bustard,Neotis ludwigii,Neotis ludwigii,Otidiformes,Otididae,Neotis,ludwigii,3450,NA,0,500,NA,NA,NA,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Grassland,0,1,0,0,63.5,508.5,130.2,3260.9,0.48771121351766517,5.481159420289853,NA,-1
3810,Denham's Bustard,Neotis denhami,Neotis denhami,Otidiformes,Otididae,Neotis,denhami,5567.75,NA,0,3000,NA,NA,NA,2,NA,4,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,NA,92.4,558.8,153.3,3970.2,0.6027397260273972,28.692919042701277,NA,-1
3816,Heuglin's Bustard,Neotis heuglinii,Neotis heuglinii,Otidiformes,Otididae,Neotis,heuglinii,4400,NA,0,700,NA,NA,NA,NA,NA,3,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,Desert,NA,NA,NA,NA,72.9,458.5,144.1,4098.8,0.5058986814712007,6.84545454545454,NA,-1
3817,Nubian Bustard,Neotis nuba,Neotis nuba,Otidiformes,Otididae,Neotis,nuba,5420,NA,0,500,NA,NA,NA,NA,1,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Shrub,NA,NA,NA,NA,55.1,422,118.9,5440,0.46341463414634143,0.3676470588235294,NA,-1
3818,White-bellied Bustard,Eupodotis senegalensis,Eupodotis senegalensis,Otidiformes,Otididae,Eupodotis,senegalensis,934,NA,950,2000,NA,NA,NA,4,NA,2,1,NA,NA,NA,3,NA,NA,5,NA,NA,NA,Grassland,0,0,1,0,34.1,270.6,83.8,585,0.40692124105011934,37.3661670235546,0,1
