









Frequency of observations in the selected location(s).:
Number of taxa: 	428

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
American Tree Sparrow	0.0492114	0.0626526	0.0638686	0.0566802	0.0752381	0.0715241	0.0464225	0.0496689	0.0357664	0.0247678	0.0250825	0.01448	0.012024	0.0052151	0.0023613	8.127E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022305	0.0041237	0.0068571	0.0209102	0.0505226	0.037889	0.0622407	0.0546448	0.0625359	
Fox Sparrow	0.0094637	0.0113914	0.0145985	0.0175439	0.0171429	0.0147059	0.0072402	0.0074503	0.0182482	0.0371517	0.0382838	0.0307152	0.0233801	0.0084746	0.0011806	0.0016254	4.163E-4	4.039E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.551E-4	0.0	0.0032017	0.0104089	0.0175258	0.0331429	0.0528905	0.0383275	0.014885	0.0124481	0.0174863	0.0143431	
Dark-eyed Junco	0.4410095	0.441009	0.4781022	0.4831309	0.5028571	0.5407754	0.5711244	0.3965232	0.3635036	0.3783282	0.3980198	0.4229925	0.4201737	0.3526728	0.2207792	0.0621698	0.0112406	0.0052504	5.708E-4	0.0	0.0	0.0	0.0	0.0	0.0012346	0.0028209	0.0	0.0	0.0	0.0	0.0	7.849E-4	0.0	0.0021505	0.0041667	0.0124224	0.0372493	0.1095745	0.26254	0.3836431	0.4680412	0.5017143	0.5645756	0.5400697	0.4952639	0.5186722	0.5038251	0.4951234	
White-crowned Sparrow	0.0271293	0.0284784	0.0392336	0.0330634	0.0409524	0.0300802	0.0204429	0.0124172	0.010219	0.0080495	0.009901	0.0105309	0.0220441	0.0156454	0.0118064	0.0182852	0.0303913	0.0238288	0.0022831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010753	0.0010417	0.0053239	0.0133715	0.043617	0.0693703	0.0624535	0.0298969	0.0194286	0.0295203	0.0304878	0.014885	0.0138313	0.0284153	0.0355709	
Golden-crowned Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Harris's Sparrow	0.0018927	0.002441	9.124E-4	0.0033738	0.007619	0.0033422	0.0012777	0.0016556	0.0014599	0.0012384	0.0015	8.776E-4	0.0	6.519E-4	5.903E-4	0.001219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0110701	0.0148084	0.0	0.0041494	0.0010929	0.0040161	
White-throated Sparrow	0.4454259	0.4540277	0.4635036	0.4757085	0.5038095	0.4451872	0.4173765	0.4180464	0.3905109	0.3733746	0.3742574	0.3922773	0.4001336	0.4986962	0.5631641	0.5607477	0.4587843	0.2479806	0.0547945	0.0042328	0.001	0.0	9.93E-4	0.0027701	0.0015	0.0	0.0	0.0018939	0.0	0.0	0.0	0.0	0.0	0.0010753	0.0270833	0.119787	0.3619866	0.4797872	0.5731057	0.5821561	0.5463918	0.4994286	0.5215252	0.5374564	0.5128552	0.5311203	0.5092896	0.535284	
Dark-eyed Junco x White-throated Sparrow (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010672	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Vesper Sparrow	0.0	0.0	9.124E-4	0.0	0.0	6.684E-4	4.259E-4	0.0	0.0	0.0012384	6.601E-4	0.0026327	0.002672	0.0026076	0.0070838	0.0040634	0.0033306	0.0109047	0.0022831	0.005291	0.004	0.0088496	0.0059583	0.0036934	0.0049383	0.0042313	0.0030769	0.0028409	0.0025773	0.0025316	0.0025907	0.0015699	0.0	0.0032258	0.0010417	8.873E-4	0.0019102	0.006383	0.0106724	0.0081784	0.0010309	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	
LeConte's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Seaside Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nelson's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Saltmarsh Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Savannah Sparrow	0.0094637	0.0113914	0.0191606	0.0101215	0.027619	0.0120321	0.0063884	0.0041391	0.0051095	0.0074303	0.0046205	0.006143	0.005344	0.0110821	0.0171192	0.0199106	0.0262281	0.0214055	0.0091324	0.0058201	0.008	0.0022124	0.0069513	0.0036934	0.0049383	0.0126939	0.0030769	0.0018939	0.0015	0.0012658	0.0025907	0.0031397	0.0010215	0.0086022	0.0125	0.0470275	0.1060172	0.1021277	0.1515475	0.1011152	0.0556701	0.0457143	0.0184502	0.0174216	0.0081191	0.0096819	0.020765	0.0183592	
Song Sparrow	0.273817	0.2823434	0.2928832	0.2908232	0.3314286	0.3114973	0.2704429	0.3543046	0.3934307	0.4569659	0.4930693	0.5388328	0.5597862	0.565189	0.5920897	0.6017879	0.5928393	0.5339257	0.5542237	0.5608466	0.582	0.574115	0.5849057	0.5383195	0.562963	0.6135402	0.6076923	0.5965909	0.5360825	0.4506329	0.357513	0.2496075	0.258427	0.2225806	0.23125	0.2928128	0.3801337	0.4234043	0.4610459	0.4520446	0.3639175	0.3325714	0.3382534	0.3658537	0.2949932	0.3430152	0.3387978	0.3614458	
Lincoln's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016254	0.0083264	0.0060582	0.0085616	0.0010582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166667	0.0692103	0.0964661	0.0808511	0.0533618	0.0312268	0.0051546	0.0022857	0.0	0.0	0.0	0.0	0.0010929	0.0	
Swamp Sparrow	0.0088328	0.012205	0.0109489	0.0080972	0.0085714	0.0053476	0.0042589	0.0057947	0.0065693	0.0080495	0.0145215	0.0307152	0.0601202	0.065189	0.0956316	0.0999594	0.0757702	0.042811	0.0268265	0.0132275	0.001	0.0033186	0.0039722	0.0064635	0.0012346	0.0028209	0.0030769	0.0037879	0.007732	0.0088608	0.0051813	7.849E-4	0.0030644	0.0043011	0.0083333	0.0443656	0.104107	0.1319149	0.1398079	0.1107807	0.0474227	0.0457143	0.0319803	0.0278746	0.014885	0.0248963	0.010929	0.0327022	
Eastern Towhee	0.0050473	0.0081367	0.0054745	0.0053981	0.0057143	0.0080214	0.0063884	0.0107616	0.0094891	0.0099071	0.0184818	0.0315928	0.0581162	0.1160365	0.1605667	0.2295815	0.2414654	0.2035541	0.1940639	0.1555556	0.14	0.1415929	0.1320755	0.1246537	0.1320988	0.1184767	0.12	0.09375	0.0721649	0.0493671	0.0518135	0.0729984	0.0960163	0.0784946	0.1166667	0.1064774	0.182426	0.1829787	0.135539	0.063197	0.0185567	0.008	0.0135301	0.0139373	0.0027064	0.0041494	0.0065574	0.0097533	
new world sparrow sp.	0.0031546	0.009764	0.0100365	0.0040486	0.0028571	0.0066845	0.0136286	0.0033113	0.0029197	0.0018576	0.0066007	0.0026327	0.004676	0.005867	0.0029516	0.0040634	0.0024979	0.0028271	0.0022831	0.0021164	0.002	0.0011062	9.93E-4	9.234E-4	0.0024691	0.0056417	0.0015385	9.47E-4	0.0025773	0.0025316	0.0025907	0.0047096	0.0061287	0.0043011	0.0010417	0.0106477	0.0047755	0.0180851	0.0149413	0.0074349	0.0041237	0.0091429	0.00369	0.0043554	0.0027064	0.0013831	0.0021858	0.0045898	
Yellow-breasted Chat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	4.063E-4	0.0	0.0	0.0	0.0	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Yellow-headed Blackbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.299E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Bobolink	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	0.0099917	0.0343296	0.0296804	0.0164021	0.01	0.0099558	0.0129096	0.0120037	0.0037037	0.0070522	0.0030769	0.0047348	0.003866	0.0025316	0.011658	0.0188383	0.0214505	0.0139785	0.0020833	0.0044366	0.0028653	0.0053191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Meadowlark	0.0025237	0.0	0.0	0.0026991	0.0019048	0.0015	4.259E-4	0.0024834	0.0094891	0.0111455	0.0125413	0.0149188	0.012024	0.0143416	0.0200708	0.0113775	0.0245629	0.0407916	0.0228311	0.0190476	0.02	0.0188053	0.0148957	0.0221607	0.0160494	0.0098731	0.0153846	0.0113636	0.0051546	0.0015	0.0012953	0.0047096	0.0010215	0.0032258	0.0020833	8.873E-4	0.0038204	0.0074468	0.0117396	0.0081784	0.0010309	0.0022857	0.00123	8.711E-4	0.0040595	0.0013831	0.0021858	0.0040161	
Orchard Oriole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.0325071	0.0774355	0.0892569	0.0878995	0.0724868	0.079	0.0652655	0.0645482	0.0646353	0.0691358	0.0620592	0.0584615	0.0340909	0.0128866	0.0037975	0.0064767	7.849E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bullock's Oriole	6.309E-4	0.002441	0.0015	0.0	0.0	0.0	0.0	0.0015	7.299E-4	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Baltimore Oriole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.1036164	0.3871774	0.4555735	0.4731735	0.368254	0.354	0.3064159	0.2164846	0.1680517	0.1444444	0.090268	0.0815385	0.0748106	0.1095361	0.1253165	0.1709845	0.1405024	0.0551583	0.016129	0.0083333	0.0079858	0.0038204	0.0010638	0.0	0.0	0.0	0.0	0.00123	0.0	0.0013532	0.0	0.0	0.0011474	
Bullock's/Baltimore Oriole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
new world oriole sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	0.0020816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012346	0.0	0.0	9.47E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-winged Blackbird	0.0246057	0.0268511	0.0155109	0.0290148	0.0371429	0.0815508	0.1094549	0.2293046	0.3270073	0.3832817	0.4475248	0.4804739	0.4716099	0.5143416	0.5608028	0.5449004	0.5253955	0.4822294	0.4994292	0.4883598	0.483	0.4767699	0.4270109	0.3850416	0.3950617	0.4217207	0.3861538	0.3579545	0.2268041	0.1291139	0.0621762	0.0533752	0.0377937	0.0225806	0.028125	0.0665484	0.1184336	0.1361702	0.1760939	0.2	0.1670103	0.128	0.0762608	0.0513937	0.0189445	0.0345781	0.0284153	0.0304073	
Brown-headed Cowbird	0.0126183	0.0146461	0.0054745	0.0128205	0.0104762	0.0207219	0.0191652	0.0397351	0.0474453	0.1089783	0.139934	0.2347521	0.2959252	0.3865711	0.4515939	0.4774482	0.4567027	0.3869144	0.3944064	0.3343915	0.349	0.3119469	0.2879841	0.2843952	0.282716	0.1988717	0.1692308	0.0965909	0.0837629	0.035443	0.0479275	0.0463108	0.0306435	0.0236559	0.0291667	0.0408163	0.0448902	0.0489362	0.0490928	0.0327138	0.0278351	0.0205714	0.0172202	0.0043554	0.0015	0.0138313	0.0131148	0.020654	
Rusty Blackbird	0.0	8.137E-4	9.124E-4	0.0013495	0.0019048	0.0013369	8.518E-4	0.0041391	0.0058394	0.0111455	0.0165017	0.0197455	0.0300601	0.0247718	0.0312869	0.0190979	0.009159	0.0028271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.006383	0.0074707	0.005948	0.0103093	0.0068571	0.00246	0.0017422	0.0013532	0.0055325	0.0021858	0.0022949	
Brewer's Blackbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	
Common Grackle	0.0126183	0.0081367	0.0118613	0.0161943	0.0161905	0.0508021	0.0660136	0.134106	0.2175182	0.2452012	0.2811881	0.2865292	0.2672011	0.2692308	0.3429752	0.3482324	0.3813489	0.3929725	0.4457763	0.4412698	0.437	0.4247788	0.3843098	0.3508772	0.3148148	0.248237	0.2092308	0.1780303	0.1237113	0.1037975	0.0932642	0.0706436	0.0326864	0.0225806	0.0333333	0.0346051	0.0334288	0.0351064	0.0384205	0.0460967	0.0701031	0.0537143	0.0344403	0.0252613	0.0081191	0.0207469	0.0120219	0.0189329	
blackbird sp.	0.0050473	0.002441	0.0018248	0.0020243	9.524E-4	0.0113636	0.0085179	0.0074503	0.0124088	0.0148607	0.0039604	0.0048267	0.002004	0.0019557	0.0041322	0.0016254	0.0016653	0.0016155	0.0011416	5.291E-4	0.001	0.0011062	0.0	0.0018467	0.0061728	0.0015	0.0015	0.0018939	0.0025773	0.0025316	0.0064767	0.0023548	0.0030644	0.0043011	0.0020833	0.0070985	0.0076409	0.0074468	0.0074707	0.0245353	0.0329897	0.0251429	0.0184502	0.0121951	0.0054127	0.0027663	0.0021858	0.0028686	
Ovenbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806	0.0828931	0.2535387	0.2770598	0.2636986	0.1973545	0.155	0.1172566	0.1698113	0.1754386	0.0790123	0.0620592	0.0107692	0.0123106	0.003866	0.0101266	0.0220207	0.0470958	0.0796731	0.0666667	0.11875	0.0390417	0.0200573	0.0021277	0.0010672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Worm-eating Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073141	0.0303913	0.0516963	0.043379	0.021164	0.025	0.0110619	0.0297915	0.0221607	0.0098765	0.0084626	0.0	0.0	0.0015	0.0025316	0.0025907	0.0047096	0.0030644	0.0010753	0.0041667	8.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Louisiana Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.601E-4	0.0015	0.0146961	0.0267275	0.0448642	0.0572938	0.0799334	0.0908724	0.0993151	0.0396825	0.025	0.0221239	0.019861	0.0212373	0.0061728	0.0084626	0.0107692	0.0047348	0.0051546	0.0025316	0.0012953	0.0015699	0.0010215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100354	0.0694839	0.0961699	0.1114701	0.1204338	0.0285714	0.002	0.0044248	0.0029791	0.0036934	0.0012346	0.0	0.0	9.47E-4	0.0	0.0012658	0.0025907	0.0078493	0.0040858	0.0010753	0.0020833	8.873E-4	9.551E-4	0.0010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Louisiana/Northern Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.039E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.127E-4	0.0029142	0.003231	5.708E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012953	0.0015699	0.0030644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.519E-4	5.903E-4	0.0247867	0.0974188	0.0989499	0.0873288	0.0539683	0.031	0.0188053	0.0178749	0.010157	0.0123457	0.0014104	0.0046154	0.0018939	0.0025773	0.0075949	0.0168394	0.021978	0.0183861	0.0064516	0.0052083	8.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brewster's Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	8.326E-4	8.078E-4	5.708E-4	0.0010582	0.001	0.0011062	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lawrence's Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	5.708E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-white Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.519E-4	0.0182999	0.1373425	0.2527061	0.2003231	0.1232877	0.0492063	0.045	0.0254425	0.040715	0.0360111	0.0185185	0.0098731	0.0030769	0.0056818	0.0141753	0.0202532	0.0544041	0.1169545	0.1440245	0.1677419	0.2197917	0.122449	0.0487106	0.012766	0.0021345	0.0	0.0	0.0	0.0	8.711E-4	0.0	0.0	0.0	0.0	
Prothonotary Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052824	4.163E-4	8.078E-4	0.0045662	0.0031746	0.0	0.0	9.93E-4	9.234E-4	0.0012346	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.326E-4	4.039E-4	0.0068493	0.0026455	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tennessee Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001219	0.0095754	0.0306947	0.0502283	0.005291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003886	0.0164835	0.0326864	0.0387097	0.0989583	0.0514641	0.0315186	0.0255319	0.0064034	0.002974	0.0010309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orange-crowned Warbler	0.0	0.0	0.0	6.748E-4	9.524E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0127249	0.001336	0.0	5.903E-4	0.0020317	4.163E-4	8.078E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010753	0.0010417	8.873E-4	0.0047755	0.006383	0.0010672	0.001487	0.0082474	0.0034286	0.0	0.0017422	0.0	0.0	0.0	0.0011474	
Nashville Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806	0.0085331	0.0620316	0.0351373	0.0182648	0.0010582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141287	0.0153218	0.0430108	0.0604167	0.0372671	0.0458453	0.0255319	0.0117396	0.0066914	0.0	0.0022857	0.0	0.0	0.0	0.0	0.0	0.0	
Connecticut Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.849E-4	0.0102145	0.0075269	0.0145833	0.0097604	0.0076409	0.0042553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mourning Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006462	0.0097032	0.0031746	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0012953	0.0031397	0.0020429	0.0010753	0.003125	0.0035492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Connecticut/MacGillivray's/Mourning Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Kentucky Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	4.163E-4	8.078E-4	0.0091324	0.0095238	0.001	0.0033186	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.849E-4	0.0010215	0.0010753	0.0010417	0.0	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Yellowthroat	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	7.299E-4	0.0	0.0	8.776E-4	0.0	0.0013038	0.0088548	0.1040228	0.3351374	0.3768174	0.385274	0.3047619	0.271	0.2345133	0.2293942	0.2308403	0.2617284	0.2454161	0.1907692	0.1666667	0.0837629	0.0582278	0.0582902	0.1295133	0.1695608	0.1935484	0.2083333	0.1996451	0.1642789	0.0882979	0.040555	0.0156134	0.0	0.0011429	0.00123	0.0	0.0013532	0.0	0.0010929	0.0017212	
Hooded Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.0028444	0.0233139	0.0403877	0.0422374	0.026455	0.014	0.0066372	0.0139027	0.0110803	0.0074074	0.0056417	0.0	9.47E-4	0.0012887	0.0025316	0.003886	0.0031397	0.0051073	0.0064516	0.0010417	0.0026619	0.0019102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Redstart	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806	0.0613572	0.2364696	0.3247173	0.3424658	0.2026455	0.147	0.1073009	0.0784508	0.0987996	0.082716	0.0550071	0.0230769	0.0255682	0.0360825	0.0455696	0.0958549	0.1734694	0.2533197	0.2763441	0.325	0.1685892	0.0573066	0.012766	0.0042689	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cape May Warbler	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002438	0.0249792	0.0383683	0.0165525	0.0015873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064767	0.0204082	0.0510725	0.0666667	0.1145833	0.0612245	0.0534862	0.0159574	0.0064034	0.0022305	0.0	0.0	0.0	0.0	0.0	0.0	0.0010929	0.0	
